mes,area,pais,headcount,costo_mensual_usd,rotacion_12m_pct,vacantes_abiertas
2026-04,Mercadeo,Ecuador,12,42120,10.9,0
2026-04,Mercadeo,Perú,7,24603,9.1,0
2026-04,Mercadeo,Uruguay,6,21740,12.2,1
2026-04,Mercadeo,Chile,2,7568,12.0,0
2026-04,Mercadeo,Remoto / otros,2,7084,8.9,0
2026-04,Operaciones,Colombia,98,269514,15.5,1
2026-04,Operaciones,México,39,104046,15.5,2
2026-04,Operaciones,Ecuador,16,47652,8.5,1
2026-04,Operaciones,Perú,11,29874,6.9,0
2026-04,Operaciones,Uruguay,8,21539,11.8,1
2026-04,Operaciones,Chile,4,11015,9.0,0
2026-04,Operaciones,Remoto / otros,3,8560,9.8,0
2026-04,Finanzas y Administración,Colombia,63,252350,12.2,2
2026-04,Finanzas y Administración,México,25,110262,11.4,2
2026-04,Finanzas y Administración,Ecuador,10,43041,10.4,1
2026-04,Finanzas y Administración,Perú,7,29975,12.4,0
2026-04,Finanzas y Administración,Uruguay,5,21858,12.5,0
2026-04,Finanzas y Administración,Chile,2,8136,13.2,0
2026-04,Finanzas y Administración,Remoto / otros,1,4239,9.9,0
2026-04,Gente y Cultura,Colombia,42,153084,9.1,1
2026-04,Gente y Cultura,México,17,59751,9.0,0
2026-04,Gente y Cultura,Ecuador,7,24035,11.5,0
2026-04,Gente y Cultura,Perú,4,14336,12.9,0
2026-04,Gente y Cultura,Uruguay,3,10309,15.0,0
2026-04,Gente y Cultura,Chile,1,3355,9.9,0
2026-04,Gente y Cultura,Remoto / otros,1,3174,17.4,0
2026-05,Producto y Tecnología,Colombia,381,2687267,9.5,15
2026-05,Producto y Tecnología,México,153,1069155,12.5,8
2026-05,Producto y Tecnología,Ecuador,64,439611,11.4,3
2026-05,Producto y Tecnología,Perú,43,290596,14.6,1
2026-05,Producto y Tecnología,Uruguay,34,228186,9.3,3
2026-05,Producto y Tecnología,Chile,15,106336,14.0,0
2026-05,Producto y Tecnología,Remoto / otros,11,75154,13.3,0
2026-05,Servicio al Cliente,Colombia,327,745667,14.9,9
2026-05,Servicio al Cliente,México,132,303821,20.8,4
2026-05,Servicio al Cliente,Ecuador,55,134989,17.4,1
2026-05,Servicio al Cliente,Perú,36,86772,18.0,3
2026-05,Servicio al Cliente,Uruguay,29,74757,17.7,2
2026-05,Servicio al Cliente,Chile,13,30791,16.3,1
2026-05,Servicio al Cliente,Remoto / otros,10,23849,22.4,0
2026-05,Comercial,Colombia,237,755151,10.4,8
2026-05,Comercial,México,95,306056,10.2,3
2026-05,Comercial,Ecuador,40,120226,7.9,1
2026-05,Comercial,Perú,26,83292,11.0,0
2026-05,Comercial,Uruguay,21,67403,15.2,0
2026-05,Comercial,Chile,9,26815,9.8,0
2026-05,Comercial,Remoto / otros,7,21449,15.9,0
2026-05,Mercadeo,Colombia,70,261693,14.5,2
2026-05,Mercadeo,México,28,101936,9.8,1
2026-05,Mercadeo,Ecuador,12,44437,11.2,0
2026-05,Mercadeo,Perú,8,30024,20.4,0
2026-05,Mercadeo,Uruguay,6,21562,8.7,0
2026-05,Mercadeo,Chile,2,7374,16.8,0
2026-05,Mercadeo,Remoto / otros,2,7536,12.7,0
2026-05,Operaciones,Colombia,99,296943,11.2,3
2026-05,Operaciones,México,39,104337,11.8,1
2026-05,Operaciones,Ecuador,16,43890,12.3,0
2026-05,Operaciones,Perú,11,30687,11.8,0
2026-05,Operaciones,Uruguay,8,22486,11.1,0
2026-05,Operaciones,Chile,4,11150,10.7,0
2026-05,Operaciones,Remoto / otros,3,8432,8.3,0
2026-05,Finanzas y Administración,Colombia,63,269007,12.6,0
2026-05,Finanzas y Administración,México,25,107681,12.9,3
2026-05,Finanzas y Administración,Ecuador,10,41748,16.1,0
2026-05,Finanzas y Administración,Perú,7,30575,16.1,0
2026-05,Finanzas y Administración,Uruguay,5,20383,14.3,0
2026-05,Finanzas y Administración,Chile,2,8587,11.1,0
2026-05,Finanzas y Administración,Remoto / otros,1,4353,13.3,0
2026-05,Gente y Cultura,Colombia,42,140760,13.9,1
2026-05,Gente y Cultura,México,17,54608,14.9,0
2026-05,Gente y Cultura,Ecuador,7,23697,14.5,1
2026-05,Gente y Cultura,Perú,4,13685,10.1,0
2026-05,Gente y Cultura,Uruguay,3,10325,10.5,0
2026-05,Gente y Cultura,Chile,1,3412,19.2,0
2026-05,Gente y Cultura,Remoto / otros,1,3374,10.9,0
2026-06,Producto y Tecnología,Colombia,380,2569749,10.3,19
2026-06,Producto y Tecnología,México,153,1083813,17.4,2
2026-06,Producto y Tecnología,Ecuador,64,434182,12.0,2
2026-06,Producto y Tecnología,Perú,42,288340,13.9,2
2026-06,Producto y Tecnología,Uruguay,34,238471,10.7,0
2026-06,Producto y Tecnología,Chile,15,103213,14.0,1
2026-06,Producto y Tecnología,Remoto / otros,11,79325,13.5,0
2026-06,Servicio al Cliente,Colombia,327,794839,19.3,9
2026-06,Servicio al Cliente,México,131,332324,16.9,5
2026-06,Servicio al Cliente,Ecuador,55,133207,19.1,1
2026-06,Servicio al Cliente,Perú,36,86050,18.3,4
2026-06,Servicio al Cliente,Uruguay,29,70509,15.4,2
2026-06,Servicio al Cliente,Chile,13,30811,16.9,1
2026-06,Servicio al Cliente,Remoto / otros,10,23408,19.5,0
2026-06,Comercial,Colombia,236,745779,11.0,9
2026-06,Comercial,México,95,303899,9.9,3
2026-06,Comercial,Ecuador,40,126535,10.5,1
2026-06,Comercial,Perú,26,80208,8.8,1
2026-06,Comercial,Uruguay,21,65160,12.2,1
2026-06,Comercial,Chile,9,27574,10.5,0
2026-06,Comercial,Remoto / otros,7,23093,9.6,0
2026-06,Mercadeo,Colombia,70,256021,11.4,0
2026-06,Mercadeo,México,28,99145,13.6,2
2026-06,Mercadeo,Ecuador,12,42576,13.0,0
2026-06,Mercadeo,Perú,7,25963,8.7,0
2026-06,Mercadeo,Uruguay,6,20768,11.0,0
2026-06,Mercadeo,Chile,2,7197,12.1,0
2026-06,Mercadeo,Remoto / otros,2,7208,14.0,0
2026-06,Operaciones,Colombia,98,274546,10.5,3
2026-06,Operaciones,México,39,111730,12.7,0
2026-06,Operaciones,Ecuador,16,43041,10.5,0
2026-06,Operaciones,Perú,11,31582,11.3,0
2026-06,Operaciones,Uruguay,8,20504,15.1,0
2026-06,Operaciones,Chile,4,11201,8.9,0
2026-06,Operaciones,Remoto / otros,3,8311,14.3,0
2026-06,Finanzas y Administración,Colombia,63,268345,15.6,1
2026-06,Finanzas y Administración,México,25,103147,10.8,1
2026-06,Finanzas y Administración,Ecuador,10,41412,10.1,0
2026-06,Finanzas y Administración,Perú,7,29529,13.0,0
2026-06,Finanzas y Administración,Uruguay,5,20643,10.7,0
2026-06,Finanzas y Administración,Chile,2,8466,8.8,0
2026-06,Finanzas y Administración,Remoto / otros,1,4231,12.6,0
2026-06,Gente y Cultura,Colombia,42,147904,9.2,0
2026-06,Gente y Cultura,México,17,57096,14.2,0
2026-06,Gente y Cultura,Ecuador,7,24326,9.2,0
2026-06,Gente y Cultura,Perú,4,13109,11.7,0
2026-06,Gente y Cultura,Uruguay,3,10046,12.8,0
2026-06,Gente y Cultura,Chile,1,3205,11.9,0
2026-06,Gente y Cultura,Remoto / otros,1,3471,12.4,0
2026-07,Producto y Tecnología,Colombia,385,2642733,14.5,19
2026-07,Producto y Tecnología,México,155,1064926,12.7,3
2026-07,Producto y Tecnología,Ecuador,65,447499,13.9,2
2026-07,Producto y Tecnología,Perú,43,289930,11.7,1
2026-07,Producto y Tecnología,Uruguay,34,256528,14.8,3
2026-07,Producto y Tecnología,Chile,15,104460,18.6,0
2026-07,Producto y Tecnología,Remoto / otros,12,81552,11.9,1
2026-07,Servicio al Cliente,Colombia,331,802708,16.9,10
2026-07,Servicio al Cliente,México,133,317686,16.8,6
2026-07,Servicio al Cliente,Ecuador,56,132416,18.6,1
2026-07,Servicio al Cliente,Perú,37,89383,17.2,0
2026-07,Servicio al Cliente,Uruguay,30,71471,19.6,1
2026-07,Servicio al Cliente,Chile,13,32666,18.6,0
2026-07,Servicio al Cliente,Remoto / otros,10,24805,16.6,0
2026-07,Comercial,Colombia,239,710397,14.3,10
2026-07,Comercial,México,96,300636,13.4,2
2026-07,Comercial,Ecuador,40,124815,8.0,4
2026-07,Comercial,Perú,27,84226,9.5,1
2026-07,Comercial,Uruguay,21,65172,12.6,1
2026-07,Comercial,Chile,9,27831,14.5,0
2026-07,Comercial,Remoto / otros,7,21923,8.1,0
2026-07,Mercadeo,Colombia,71,248775,15.6,8
2026-07,Mercadeo,México,28,102065,13.8,0
2026-07,Mercadeo,Ecuador,12,44153,13.5,1
2026-07,Mercadeo,Perú,8,27422,12.2,0
2026-07,Mercadeo,Uruguay,6,22573,12.3,1
2026-07,Mercadeo,Chile,2,7286,12.0,0
2026-07,Mercadeo,Remoto / otros,2,6846,14.7,0
2026-07,Operaciones,Colombia,100,272554,8.3,2
2026-07,Operaciones,México,40,107761,11.0,2
2026-07,Operaciones,Ecuador,17,49161,13.1,1
2026-07,Operaciones,Perú,11,30666,16.6,0
2026-07,Operaciones,Uruguay,9,24889,9.9,0
2026-07,Operaciones,Chile,4,10777,13.1,0
2026-07,Operaciones,Remoto / otros,3,8283,10.6,0
2026-07,Finanzas y Administración,Colombia,64,281304,10.2,1
2026-07,Finanzas y Administración,México,25,107534,11.4,0
2026-07,Finanzas y Administración,Ecuador,10,40829,11.4,0
2026-07,Finanzas y Administración,Perú,7,29224,11.9,0
2026-07,Finanzas y Administración,Uruguay,5,20365,14.3,0
2026-07,Finanzas y Administración,Chile,2,8531,11.8,0
2026-07,Finanzas y Administración,Remoto / otros,2,8687,13.9,0
2026-07,Gente y Cultura,Colombia,43,146683,18.7,2
2026-07,Gente y Cultura,México,17,59309,9.0,0
2026-07,Gente y Cultura,Ecuador,7,24141,13.0,0
2026-07,Gente y Cultura,Perú,4,13421,10.8,0
2026-07,Gente y Cultura,Uruguay,3,10000,9.9,1
2026-07,Gente y Cultura,Chile,1,3266,13.9,0
2026-07,Gente y Cultura,Remoto / otros,1,3282,11.2,0
2026-08,Producto y Tecnología,Colombia,389,2777137,12.3,8
2026-08,Producto y Tecnología,México,157,1114255,15.4,4
2026-08,Producto y Tecnología,Ecuador,66,464949,11.2,1
2026-08,Producto y Tecnología,Perú,43,301759,16.0,2
2026-08,Producto y Tecnología,Uruguay,35,234475,10.4,0
2026-08,Producto y Tecnología,Chile,15,100794,12.1,0
2026-08,Producto y Tecnología,Remoto / otros,12,82185,10.1,0
2026-08,Servicio al Cliente,Colombia,334,778319,17.3,12
2026-08,Servicio al Cliente,México,134,329482,18.7,2
2026-08,Servicio al Cliente,Ecuador,56,141458,16.2,2
2026-08,Servicio al Cliente,Perú,37,87398,20.5,3
2026-08,Servicio al Cliente,Uruguay,30,71868,20.5,1
2026-08,Servicio al Cliente,Chile,13,29468,14.9,0
2026-08,Servicio al Cliente,Remoto / otros,10,24575,19.8,2
2026-08,Comercial,Colombia,242,727969,14.4,17
2026-08,Comercial,México,97,312713,8.2,1
2026-08,Comercial,Ecuador,41,123541,16.2,5
2026-08,Comercial,Perú,27,88082,13.1,2
2026-08,Comercial,Uruguay,21,64313,13.3,1
2026-08,Comercial,Chile,9,29403,10.2,0
2026-08,Comercial,Remoto / otros,7,21817,13.0,1
2026-08,Mercadeo,Colombia,72,256941,8.0,2
2026-08,Mercadeo,México,29,100058,10.1,0
2026-08,Mercadeo,Ecuador,12,44942,12.2,0
2026-08,Mercadeo,Perú,8,28752,13.3,0
2026-08,Mercadeo,Uruguay,6,20911,10.5,0
2026-08,Mercadeo,Chile,2,6951,10.4,0
2026-08,Mercadeo,Remoto / otros,2,6831,9.8,0
2026-08,Operaciones,Colombia,101,284102,9.9,5
2026-08,Operaciones,México,40,113305,10.2,1
2026-08,Operaciones,Ecuador,17,46490,16.7,2
2026-08,Operaciones,Perú,11,30822,14.7,1
2026-08,Operaciones,Uruguay,9,24934,7.8,2
2026-08,Operaciones,Chile,4,11549,6.1,0
2026-08,Operaciones,Remoto / otros,3,8296,13.8,0
2026-08,Finanzas y Administración,Colombia,64,261724,11.9,2
2026-08,Finanzas y Administración,México,26,110528,14.9,0
2026-08,Finanzas y Administración,Ecuador,11,44312,12.0,0
2026-08,Finanzas y Administración,Perú,7,29268,11.5,0
2026-08,Finanzas y Administración,Uruguay,5,21334,13.9,0
2026-08,Finanzas y Administración,Chile,2,8647,9.9,0
2026-08,Finanzas y Administración,Remoto / otros,2,8391,12.3,0
2026-08,Gente y Cultura,Colombia,43,147041,11.3,2
2026-08,Gente y Cultura,México,17,55550,10.0,1
2026-08,Gente y Cultura,Ecuador,7,23868,13.7,0
2026-08,Gente y Cultura,Perú,4,13066,12.5,0
2026-08,Gente y Cultura,Uruguay,3,10112,12.2,0
2026-08,Gente y Cultura,Chile,1,3349,13.0,0
2026-08,Gente y Cultura,Remoto / otros,1,3510,13.2,0
