mes,pais,canal,visitas,leads,trials,activados,pagados,inversion_usd,cac_usd
2026-01,México,Meta Ads,82836,3307,966,607,341,296241.0,868.74
2026-01,México,Televentas,80811,2994,800,543,449,344202.0,766.6
2026-01,México,Referidos de clientes,73210,2686,583,359,305,31459.0,103.14
2026-01,México,Alianzas y bancos,40124,1591,459,297,227,88177.0,388.44
2026-01,México,Marketplace / App,63693,1682,370,207,130,35503.0,273.1
2026-01,Ecuador,Búsqueda orgánica,56028,2539,578,347,267,51657.0,193.47
2026-01,Ecuador,Canal de contadores,77440,3068,738,427,346,53532.0,154.72
2026-01,Ecuador,Google Ads,63503,1904,588,314,191,156960.0,821.78
2026-01,Ecuador,Meta Ads,32066,1326,333,218,117,68436.0,584.92
2026-01,Ecuador,Televentas,47859,1272,279,181,146,80657.0,552.45
2026-01,Ecuador,Referidos de clientes,26077,1014,211,116,98,8634.0,88.11
2026-01,Ecuador,Alianzas y bancos,19037,666,165,90,73,25215.0,345.41
2026-01,Ecuador,Marketplace / App,8201,368,97,61,42,8957.0,213.27
2026-01,Perú,Búsqueda orgánica,29570,1441,394,260,191,38516.0,201.66
2026-01,Perú,Canal de contadores,54657,2077,519,297,264,34504.0,130.7
2026-01,Perú,Google Ads,67794,2060,407,233,145,121334.0,836.79
2026-01,Perú,Meta Ads,33203,921,242,160,85,49873.0,586.74
2026-01,Perú,Televentas,20842,837,171,116,98,58053.0,592.37
2026-01,Perú,Referidos de clientes,13397,479,130,77,67,5125.0,76.5
2026-01,Perú,Alianzas y bancos,7329,318,92,60,47,13902.0,295.79
2026-01,Perú,Marketplace / App,7493,346,75,40,27,6345.0,235.0
2026-01,Uruguay,Búsqueda orgánica,23562,1039,206,133,101,25870.0,256.14
2026-01,Uruguay,Canal de contadores,20162,716,219,118,108,21588.0,199.88
2026-01,Uruguay,Google Ads,15610,793,195,110,68,69015.0,1014.93
2026-01,Uruguay,Meta Ads,10835,483,120,75,45,38941.0,865.36
2026-01,Uruguay,Televentas,10388,393,92,61,52,44156.0,849.15
2026-01,Uruguay,Referidos de clientes,5487,203,51,34,30,3210.0,106.99
2026-01,Uruguay,Alianzas y bancos,4029,206,46,28,23,9526.0,414.17
2026-01,Uruguay,Marketplace / App,1813,87,27,18,12,3293.0,274.44
2026-01,Chile,Búsqueda orgánica,29014,1029,221,117,90,29383.0,326.48
2026-01,Chile,Canal de contadores,33809,983,226,126,107,23339.0,218.12
2026-01,Chile,Google Ads,18065,693,162,101,62,74506.0,1201.71
2026-01,Chile,Meta Ads,15419,417,122,72,38,41907.0,1102.81
2026-01,Chile,Televentas,8562,399,94,55,43,43784.0,1018.23
2026-01,Chile,Referidos de clientes,4710,198,57,39,31,4248.0,137.02
2026-01,Chile,Alianzas y bancos,5112,145,44,26,21,11093.0,528.23
2026-01,Chile,Marketplace / App,4501,137,27,18,13,4898.0,376.74
2026-02,Colombia,Búsqueda orgánica,199004,5798,1496,944,719,131612.0,183.05
2026-02,Colombia,Canal de contadores,127347,6326,1801,1061,916,112965.0,123.32
2026-02,Colombia,Google Ads,139447,4423,1288,772,481,334739.0,695.92
2026-02,Colombia,Meta Ads,133172,3766,1073,682,351,218727.0,623.15
2026-02,Colombia,Televentas,93687,3526,960,527,413,201107.0,486.94
2026-02,Colombia,Referidos de clientes,50029,2516,626,336,278,18368.0,66.07
2026-02,Colombia,Alianzas y bancos,59814,1996,503,264,212,59717.0,281.68
2026-02,Colombia,Marketplace / App,25704,1232,377,200,128,30721.0,240.0
2026-02,México,Búsqueda orgánica,226605,7296,2173,1137,784,174241.0,222.25
2026-02,México,Canal de contadores,163187,5916,1381,896,828,127334.0,153.78
2026-02,México,Google Ads,154978,5297,1103,722,448,407101.0,908.71
2026-02,México,Meta Ads,128874,3992,963,594,311,250598.0,805.78
2026-02,México,Televentas,106868,3010,747,484,364,247053.0,678.72
2026-02,México,Referidos de clientes,46447,1689,448,280,242,20936.0,86.51
2026-02,México,Alianzas y bancos,42837,1514,398,212,176,79957.0,454.3
2026-02,México,Marketplace / App,19461,928,264,160,110,30842.0,280.38
2026-02,Ecuador,Búsqueda orgánica,37844,1433,426,274,219,43959.0,200.72
2026-02,Ecuador,Canal de contadores,67523,2929,562,294,265,36073.0,136.12
2026-02,Ecuador,Google Ads,53320,1535,416,274,156,125975.0,807.53
2026-02,Ecuador,Meta Ads,37821,1143,242,136,78,51724.0,663.12
2026-02,Ecuador,Televentas,33485,1184,246,146,108,69072.0,639.55
2026-02,Ecuador,Referidos de clientes,8746,438,110,72,64,5171.0,80.8
2026-02,Ecuador,Alianzas y bancos,16067,538,143,79,64,18668.0,291.68
2026-02,Ecuador,Marketplace / App,7910,262,74,48,31,8036.0,259.24
2026-02,Perú,Búsqueda orgánica,78159,2064,395,245,176,31472.0,178.82
2026-02,Perú,Canal de contadores,46580,1633,390,223,198,24931.0,125.92
2026-02,Perú,Google Ads,33055,1535,350,185,103,68988.0,669.79
2026-02,Perú,Meta Ads,16522,706,196,120,63,43893.0,696.71
2026-02,Perú,Televentas,22026,574,175,95,76,44832.0,589.9
2026-02,Perú,Referidos de clientes,13532,375,97,64,55,4402.0,80.03
2026-02,Perú,Alianzas y bancos,9126,327,76,52,44,14280.0,324.54
2026-02,Perú,Marketplace / App,6845,246,57,31,22,5314.0,241.56
2026-02,Uruguay,Búsqueda orgánica,18138,739,169,91,67,15629.0,233.27
2026-02,Uruguay,Canal de contadores,18487,647,155,102,92,19323.0,210.04
2026-02,Uruguay,Google Ads,28146,761,173,92,54,55320.0,1024.44
2026-02,Uruguay,Meta Ads,10458,354,82,54,30,25224.0,840.78
2026-02,Uruguay,Televentas,5238,254,69,44,33,24177.0,732.63
2026-02,Uruguay,Referidos de clientes,4552,162,44,28,25,2791.0,111.66
2026-02,Uruguay,Alianzas y bancos,5627,206,42,24,20,8175.0,408.77
2026-02,Uruguay,Marketplace / App,1924,74,22,15,10,3602.0,360.25
2026-02,Chile,Búsqueda orgánica,14874,449,134,88,69,22782.0,330.17
2026-02,Chile,Canal de contadores,13094,640,184,104,91,23260.0,255.61
2026-02,Chile,Google Ads,21440,637,160,95,57,57419.0,1007.36
2026-02,Chile,Meta Ads,12746,339,91,57,32,34461.0,1076.9
2026-02,Chile,Televentas,11013,321,80,49,38,35895.0,944.6
2026-02,Chile,Referidos de clientes,5829,170,48,31,26,3497.0,134.5
2026-02,Chile,Alianzas y bancos,6684,194,42,24,21,9969.0,474.73
2026-02,Chile,Marketplace / App,2076,100,31,17,11,3720.0,338.23
2026-03,Colombia,Búsqueda orgánica,178161,6767,1674,881,639,127702.0,199.85
2026-03,Colombia,Canal de contadores,167821,6490,1883,1067,921,127986.0,138.96
2026-03,Colombia,Google Ads,150501,6669,1326,732,443,318280.0,718.46
2026-03,Colombia,Meta Ads,84278,2628,755,480,260,171371.0,659.12
2026-03,Colombia,Televentas,60045,3014,795,436,336,175479.0,522.26
2026-03,Colombia,Referidos de clientes,82603,2445,495,305,243,18607.0,76.57
2026-03,Colombia,Alianzas y bancos,62733,1820,373,243,189,58522.0,309.64
2026-03,Colombia,Marketplace / App,22545,1156,258,166,114,27569.0,241.83
2026-03,México,Búsqueda orgánica,160522,7123,1513,864,648,137185.0,211.7
2026-03,México,Canal de contadores,248101,6872,1413,867,798,136561.0,171.13
2026-03,México,Google Ads,129257,5118,1242,837,506,514746.0,1017.28
2026-03,México,Meta Ads,111089,3370,1002,658,368,312854.0,850.15
2026-03,México,Televentas,95502,3054,698,447,339,227129.0,670.0
2026-03,México,Referidos de clientes,41272,1877,382,256,226,20672.0,91.47
2026-03,México,Alianzas y bancos,37394,1347,408,255,209,68883.0,329.58
2026-03,México,Marketplace / App,18772,898,272,146,97,30573.0,315.19
2026-03,Ecuador,Búsqueda orgánica,58537,2926,575,300,237,50965.0,215.04
2026-03,Ecuador,Canal de contadores,38274,1819,483,308,265,36516.0,137.79
2026-03,Ecuador,Google Ads,46021,1962,441,232,141,110129.0,781.06
2026-03,Ecuador,Meta Ads,21803,912,227,153,87,61264.0,704.18
2026-03,Ecuador,Televentas,24744,866,196,119,96,56568.0,589.25
2026-03,Ecuador,Referidos de clientes,9899,507,143,85,75,6447.0,85.96
2026-03,Ecuador,Alianzas y bancos,22545,730,143,78,63,20511.0,325.57
2026-03,Ecuador,Marketplace / App,7034,276,83,52,35,8859.0,253.12
2026-03,Perú,Búsqueda orgánica,27065,1053,324,194,146,26004.0,178.11
2026-03,Perú,Canal de contadores,47693,1647,414,235,202,28678.0,141.97
2026-03,Perú,Google Ads,46238,1625,346,215,131,97341.0,743.06
2026-03,Perú,Meta Ads,21326,708,217,121,68,42310.0,622.2
2026-03,Perú,Televentas,24097,653,156,95,75,43872.0,584.96
2026-03,Perú,Referidos de clientes,15463,441,125,67,57,4400.0,77.19
2026-03,Perú,Alianzas y bancos,7084,366,82,52,40,11389.0,284.72
2026-03,Perú,Marketplace / App,5559,220,64,36,22,5734.0,260.63
2026-03,Uruguay,Búsqueda orgánica,20634,650,146,97,73,16189.0,221.76
2026-03,Uruguay,Canal de contadores,20996,641,162,98,84,16319.0,194.28
2026-03,Uruguay,Google Ads,13944,613,152,87,52,49385.0,949.71
2026-03,Uruguay,Meta Ads,7663,361,99,55,29,27537.0,949.57
2026-03,Uruguay,Televentas,6944,325,62,38,29,21346.0,736.07
2026-03,Uruguay,Referidos de clientes,4277,168,45,25,22,2245.0,102.04
2026-03,Uruguay,Alianzas y bancos,3485,150,40,22,19,7208.0,379.38
2026-03,Uruguay,Marketplace / App,3941,132,30,17,11,3395.0,308.61
2026-03,Chile,Búsqueda orgánica,16173,476,141,94,70,21292.0,304.17
2026-03,Chile,Canal de contadores,14160,701,173,104,90,20229.0,224.77
2026-03,Chile,Google Ads,19632,589,147,83,52,68037.0,1308.41
2026-03,Chile,Meta Ads,14121,376,98,54,32,34403.0,1075.09
2026-03,Chile,Televentas,11287,294,72,46,36,38334.0,1064.84
2026-03,Chile,Referidos de clientes,4453,216,50,31,26,3381.0,130.03
2026-03,Chile,Alianzas y bancos,3899,126,35,23,20,10131.0,506.56
2026-03,Chile,Marketplace / App,2668,103,26,17,11,4072.0,370.18
2026-04,Colombia,Búsqueda orgánica,154137,6874,1488,968,707,133149.0,188.33
2026-04,Colombia,Canal de contadores,146263,5462,1475,902,802,100600.0,125.44
2026-04,Colombia,Google Ads,119904,3982,1198,698,457,319995.0,700.21
2026-04,Colombia,Meta Ads,86388,4404,1028,536,295,187554.0,635.78
2026-04,Colombia,Televentas,49765,2484,761,476,364,196750.0,540.52
2026-04,Colombia,Referidos de clientes,71034,2098,451,270,228,16096.0,70.6
2026-04,Colombia,Alianzas y bancos,42282,1567,337,201,170,48440.0,284.94
2026-04,Colombia,Marketplace / App,21928,842,249,146,94,24271.0,258.2
2026-04,México,Búsqueda orgánica,236445,7240,1656,970,692,156586.0,226.28
2026-04,México,Canal de contadores,180116,7286,1431,876,813,144244.0,177.42
2026-04,México,Google Ads,176667,5023,1429,794,492,462415.0,939.87
2026-04,México,Meta Ads,117193,4703,976,514,289,206874.0,715.83
2026-04,México,Televentas,53802,2043,630,393,316,228846.0,724.2
2026-04,México,Referidos de clientes,55533,2679,520,301,260,26203.0,100.78
2026-04,México,Alianzas y bancos,46926,2261,436,242,194,67903.0,350.02
2026-04,México,Marketplace / App,28328,1065,250,151,108,34074.0,315.5
2026-04,Ecuador,Búsqueda orgánica,41737,1808,557,320,232,47043.0,202.77
2026-04,Ecuador,Canal de contadores,87728,2552,524,319,271,39083.0,144.22
2026-04,Ecuador,Google Ads,38804,1423,430,239,143,92115.0,644.16
2026-04,Ecuador,Meta Ads,36373,1702,359,188,99,65933.0,665.99
2026-04,Ecuador,Televentas,19138,986,231,145,116,67489.0,581.8
2026-04,Ecuador,Referidos de clientes,12856,492,137,81,69,5895.0,85.44
2026-04,Ecuador,Alianzas y bancos,11219,563,110,74,58,17493.0,301.6
2026-04,Ecuador,Marketplace / App,13068,438,97,54,35,9920.0,283.42
2026-04,Perú,Búsqueda orgánica,38840,1701,333,175,128,25199.0,196.87
2026-04,Perú,Canal de contadores,36734,1259,338,184,165,22217.0,134.65
2026-04,Perú,Google Ads,22470,901,254,171,105,78716.0,749.67
2026-04,Perú,Meta Ads,26765,789,158,104,57,33666.0,590.64
2026-04,Perú,Televentas,29733,888,171,103,82,54150.0,660.36
2026-04,Perú,Referidos de clientes,10463,326,95,62,52,4391.0,84.44
2026-04,Perú,Alianzas y bancos,5964,280,78,48,39,11879.0,304.58
2026-04,Perú,Marketplace / App,3934,165,49,31,23,5198.0,225.99
2026-04,Uruguay,Búsqueda orgánica,17963,711,174,117,80,19651.0,245.64
2026-04,Uruguay,Canal de contadores,11447,553,171,102,87,17187.0,197.55
2026-04,Uruguay,Google Ads,8712,411,124,76,47,45358.0,965.07
2026-04,Uruguay,Meta Ads,10052,471,90,55,29,28024.0,966.34
2026-04,Uruguay,Televentas,10609,337,73,47,36,30190.0,838.62
2026-04,Uruguay,Referidos de clientes,5019,232,49,29,25,2819.0,112.77
2026-04,Uruguay,Alianzas y bancos,4111,213,42,24,20,8156.0,407.78
2026-04,Uruguay,Marketplace / App,2597,84,20,13,9,2753.0,305.84
2026-04,Chile,Búsqueda orgánica,29440,809,155,91,68,23370.0,343.67
2026-04,Chile,Canal de contadores,14949,562,144,93,86,18418.0,214.17
2026-04,Chile,Google Ads,12223,595,151,87,51,60873.0,1193.59
2026-04,Chile,Meta Ads,16577,545,104,61,33,36229.0,1097.86
2026-04,Chile,Televentas,7174,303,68,44,37,32741.0,884.9
2026-04,Chile,Referidos de clientes,3304,146,42,26,24,3688.0,153.69
2026-04,Chile,Alianzas y bancos,3230,132,39,22,18,9284.0,515.8
2026-04,Chile,Marketplace / App,4872,127,25,15,10,4334.0,433.36
2026-05,Colombia,Búsqueda orgánica,133755,5668,1383,834,633,106853.0,168.8
2026-05,Colombia,Canal de contadores,107616,4689,1284,859,735,101929.0,138.68
2026-05,Colombia,Google Ads,128655,3581,1024,584,358,237924.0,664.59
2026-05,Colombia,Meta Ads,40938,1977,612,404,250,148548.0,594.19
2026-05,Colombia,Televentas,41821,1771,451,293,255,125343.0,491.54
2026-05,Colombia,Referidos de clientes,35596,1700,428,230,194,14554.0,75.02
2026-05,Colombia,Alianzas y bancos,26030,1250,341,205,168,51977.0,309.39
2026-05,Colombia,Marketplace / App,29752,1112,234,153,104,23100.0,222.11
2026-05,México,Búsqueda orgánica,199756,6855,1732,903,682,167242.0,245.22
2026-05,México,Canal de contadores,112761,4587,1215,804,721,115497.0,160.19
2026-05,México,Google Ads,87040,4524,1045,699,418,391949.0,937.68
2026-05,México,Meta Ads,89110,4377,843,532,283,218247.0,771.19
2026-05,México,Televentas,36610,1803,538,357,290,245931.0,848.04
2026-05,México,Referidos de clientes,45122,1492,414,263,232,25266.0,108.91
2026-05,México,Alianzas y bancos,34234,1235,372,235,194,80926.0,417.14
2026-05,México,Marketplace / App,17041,781,240,129,85,24497.0,288.2
2026-05,Ecuador,Búsqueda orgánica,56448,1973,407,258,192,38645.0,201.28
2026-05,Ecuador,Canal de contadores,38300,1971,509,270,237,35341.0,149.12
2026-05,Ecuador,Google Ads,24567,1178,343,224,137,106493.0,777.32
2026-05,Ecuador,Meta Ads,28093,1408,284,157,89,54613.0,613.63
2026-05,Ecuador,Televentas,15986,729,175,118,96,61723.0,642.95
2026-05,Ecuador,Referidos de clientes,11021,472,134,74,64,5573.0,87.08
2026-05,Ecuador,Alianzas y bancos,7521,316,88,55,43,11926.0,277.35
2026-05,Ecuador,Marketplace / App,11330,308,70,42,28,7135.0,254.82
2026-05,Perú,Búsqueda orgánica,26629,1029,278,163,119,21871.0,183.79
2026-05,Perú,Canal de contadores,48992,1633,434,237,195,27892.0,143.04
2026-05,Perú,Google Ads,22850,970,289,169,108,70447.0,652.29
2026-05,Perú,Meta Ads,25942,1019,200,119,65,48149.0,740.75
2026-05,Perú,Televentas,21650,667,165,94,71,44031.0,620.16
2026-05,Perú,Referidos de clientes,8837,335,98,61,51,3948.0,77.42
2026-05,Perú,Alianzas y bancos,9645,363,87,53,42,12635.0,300.84
2026-05,Perú,Marketplace / App,5796,247,54,35,25,5450.0,218.02
2026-05,Uruguay,Búsqueda orgánica,13194,661,144,88,63,16869.0,267.77
2026-05,Uruguay,Canal de contadores,19730,727,174,103,91,15919.0,174.93
2026-05,Uruguay,Google Ads,9046,464,143,85,50,42460.0,849.2
2026-05,Uruguay,Meta Ads,8858,320,89,54,31,24520.0,790.97
2026-05,Uruguay,Televentas,8435,330,80,44,35,27455.0,784.42
2026-05,Uruguay,Referidos de clientes,6417,236,49,27,23,2704.0,117.58
2026-05,Uruguay,Alianzas y bancos,5317,142,44,24,19,7889.0,415.2
2026-05,Uruguay,Marketplace / App,3072,87,26,17,11,3641.0,330.98
2026-05,Chile,Búsqueda orgánica,25998,719,169,96,76,24096.0,317.05
2026-05,Chile,Canal de contadores,13673,614,155,100,86,17563.0,204.22
2026-05,Chile,Google Ads,24759,644,135,78,48,53616.0,1117.0
2026-05,Chile,Meta Ads,8505,332,94,54,31,37864.0,1221.43
2026-05,Chile,Televentas,9607,296,75,47,37,36887.0,996.94
2026-05,Chile,Referidos de clientes,3759,173,51,29,24,3139.0,130.77
2026-05,Chile,Alianzas y bancos,4908,230,44,25,20,9571.0,478.56
2026-05,Chile,Marketplace / App,2349,99,27,15,10,3808.0,380.81
2026-06,Colombia,Búsqueda orgánica,136776,4190,1171,706,521,100107.0,192.14
2026-06,Colombia,Canal de contadores,121209,5999,1308,871,750,103893.0,138.52
2026-06,Colombia,Google Ads,114043,4526,862,556,350,240984.0,688.52
2026-06,Colombia,Meta Ads,54499,2598,776,490,274,186823.0,681.84
2026-06,Colombia,Televentas,45878,1748,492,331,269,152627.0,567.38
2026-06,Colombia,Referidos de clientes,59876,1737,487,254,206,15993.0,77.64
2026-06,Colombia,Alianzas y bancos,26700,1235,311,181,146,42783.0,293.04
2026-06,Colombia,Marketplace / App,18236,829,196,122,85,20431.0,240.36
2026-06,México,Búsqueda orgánica,218040,6388,1444,800,618,136845.0,221.43
2026-06,México,Canal de contadores,204774,8420,1761,983,868,160750.0,185.2
2026-06,México,Google Ads,197456,6173,1276,711,442,362147.0,819.34
2026-06,México,Meta Ads,81495,2842,808,520,295,234531.0,795.02
2026-06,México,Televentas,72547,2693,786,426,333,235868.0,708.31
2026-06,México,Referidos de clientes,55725,2002,443,234,205,20685.0,100.9
2026-06,México,Alianzas y bancos,63549,2229,485,254,195,68670.0,352.15
2026-06,México,Marketplace / App,23020,1167,252,146,102,33736.0,330.75
2026-06,Ecuador,Búsqueda orgánica,40257,1827,445,233,185,35371.0,191.19
2026-06,Ecuador,Canal de contadores,54056,2015,531,290,261,40130.0,153.76
2026-06,Ecuador,Google Ads,30708,1540,381,219,133,104212.0,783.55
2026-06,Ecuador,Meta Ads,31649,1009,293,161,92,61494.0,668.42
2026-06,Ecuador,Televentas,22523,922,191,118,94,56316.0,599.11
2026-06,Ecuador,Referidos de clientes,13993,518,131,70,60,5049.0,84.15
2026-06,Ecuador,Alianzas y bancos,9584,362,111,61,53,15986.0,301.63
2026-06,Ecuador,Marketplace / App,9011,340,67,46,29,6821.0,235.22
2026-06,Perú,Búsqueda orgánica,32913,1622,336,190,134,25617.0,191.17
2026-06,Perú,Canal de contadores,29655,1500,322,199,177,25543.0,144.31
2026-06,Perú,Google Ads,26919,1245,292,155,99,71355.0,720.75
2026-06,Perú,Meta Ads,20932,839,175,115,63,43494.0,690.38
2026-06,Perú,Televentas,14089,583,144,90,69,33042.0,478.87
2026-06,Perú,Referidos de clientes,6365,278,79,53,43,3366.0,78.29
2026-06,Perú,Alianzas y bancos,11194,354,74,41,33,10087.0,305.66
2026-06,Perú,Marketplace / App,5082,202,44,28,18,4139.0,229.94
2026-06,Uruguay,Búsqueda orgánica,15599,719,177,98,69,17534.0,254.12
2026-06,Uruguay,Canal de contadores,19307,779,149,88,75,14150.0,188.66
2026-06,Uruguay,Google Ads,13717,562,114,70,40,42453.0,1061.34
2026-06,Uruguay,Meta Ads,7431,286,83,44,25,21401.0,856.02
2026-06,Uruguay,Televentas,5080,200,59,38,32,23959.0,748.71
2026-06,Uruguay,Referidos de clientes,5252,138,31,18,17,1795.0,105.59
2026-06,Uruguay,Alianzas y bancos,4026,105,31,17,14,6322.0,451.59
2026-06,Uruguay,Marketplace / App,2109,71,19,13,9,3056.0,339.58
2026-06,Chile,Búsqueda orgánica,17146,624,141,91,76,24200.0,318.42
2026-06,Chile,Canal de contadores,14958,630,181,101,89,19229.0,216.06
2026-06,Chile,Google Ads,10703,453,136,84,50,59308.0,1186.16
2026-06,Chile,Meta Ads,5420,247,73,47,26,29942.0,1151.63
2026-06,Chile,Televentas,8163,344,78,45,35,35749.0,1021.41
2026-06,Chile,Referidos de clientes,3772,181,52,32,26,3149.0,121.13
2026-06,Chile,Alianzas y bancos,3181,124,28,19,17,8714.0,512.58
2026-06,Chile,Marketplace / App,4481,136,29,16,10,4011.0,401.09
2026-07,Colombia,Búsqueda orgánica,188766,5802,1481,774,578,95769.0,165.69
2026-07,Colombia,Canal de contadores,154106,6087,1232,798,740,81772.0,110.5
2026-07,Colombia,Google Ads,74293,3494,1020,680,412,309798.0,751.94
2026-07,Colombia,Meta Ads,96893,4276,871,481,277,169926.0,613.45
2026-07,Colombia,Televentas,62197,2006,599,358,278,163632.0,588.61
2026-07,Colombia,Referidos de clientes,37096,1322,351,233,203,15791.0,77.79
2026-07,Colombia,Alianzas y bancos,29332,1351,300,170,149,46179.0,309.93
2026-07,Colombia,Marketplace / App,18382,803,241,134,87,19328.0,222.16
2026-07,México,Búsqueda orgánica,137091,6951,1449,826,616,135442.0,219.87
2026-07,México,Canal de contadores,117895,6041,1550,912,785,128024.0,163.09
2026-07,México,Google Ads,135378,5872,1135,697,450,362928.0,806.51
2026-07,México,Meta Ads,48011,2490,757,444,233,174504.0,748.95
2026-07,México,Televentas,59752,2283,565,354,289,208781.0,722.42
2026-07,México,Referidos de clientes,53038,1579,404,263,224,22011.0,98.26
2026-07,México,Alianzas y bancos,36213,1452,305,205,173,61158.0,353.51
2026-07,México,Marketplace / App,21560,600,178,117,79,25012.0,316.61
2026-07,Ecuador,Búsqueda orgánica,26897,1395,424,227,164,30662.0,186.96
2026-07,Ecuador,Canal de contadores,38712,1374,414,253,236,29567.0,125.28
2026-07,Ecuador,Google Ads,44485,1246,309,181,120,98132.0,817.77
2026-07,Ecuador,Meta Ads,27309,925,276,165,95,68158.0,717.45
2026-07,Ecuador,Televentas,28234,927,189,122,96,58898.0,613.53
2026-07,Ecuador,Referidos de clientes,23864,665,136,76,62,5112.0,82.45
2026-07,Ecuador,Alianzas y bancos,15332,595,118,69,57,20719.0,363.49
2026-07,Ecuador,Marketplace / App,9539,285,75,46,31,8251.0,266.16
2026-07,Perú,Búsqueda orgánica,55764,1792,366,203,153,29172.0,190.67
2026-07,Perú,Canal de contadores,45216,1229,365,197,174,25966.0,149.23
2026-07,Perú,Google Ads,25625,1250,307,195,119,87559.0,735.79
2026-07,Perú,Meta Ads,23169,765,201,137,75,52050.0,694.0
2026-07,Perú,Televentas,16606,724,148,93,72,42737.0,593.57
2026-07,Perú,Referidos de clientes,14906,392,105,64,56,4378.0,78.17
2026-07,Perú,Alianzas y bancos,5888,286,74,44,39,11779.0,302.02
2026-07,Perú,Marketplace / App,6105,251,52,33,22,5575.0,253.42
2026-07,Uruguay,Búsqueda orgánica,21735,650,147,91,68,17371.0,255.46
2026-07,Uruguay,Canal de contadores,10655,504,134,84,73,13950.0,191.1
2026-07,Uruguay,Google Ads,14849,521,133,78,49,48459.0,988.97
2026-07,Uruguay,Meta Ads,10071,268,82,54,32,25929.0,810.29
2026-07,Uruguay,Televentas,5811,265,67,39,32,24339.0,760.59
2026-07,Uruguay,Referidos de clientes,3840,159,34,23,21,2224.0,105.9
2026-07,Uruguay,Alianzas y bancos,3438,145,31,21,17,7350.0,432.37
2026-07,Uruguay,Marketplace / App,1865,71,21,14,10,3137.0,313.67
2026-07,Chile,Búsqueda orgánica,17925,641,122,81,64,18365.0,286.95
2026-07,Chile,Canal de contadores,17555,734,186,107,95,19086.0,200.9
2026-07,Chile,Google Ads,13143,639,153,87,53,64918.0,1224.87
2026-07,Chile,Meta Ads,15848,539,110,61,34,30009.0,882.62
2026-07,Chile,Televentas,12243,337,80,49,38,34829.0,916.54
2026-07,Chile,Referidos de clientes,5432,162,45,30,27,3599.0,133.3
2026-07,Chile,Alianzas y bancos,3539,154,41,28,22,11221.0,510.03
2026-07,Chile,Marketplace / App,3237,142,31,17,11,4223.0,383.87
2026-08,Colombia,Búsqueda orgánica,129150,6032,1416,758,546,112985.0,206.93
2026-08,Colombia,Canal de contadores,187923,7285,1408,762,662,96165.0,145.26
2026-08,Colombia,Google Ads,133092,4933,1016,634,354,225321.0,636.5
2026-08,Colombia,Meta Ads,92864,2478,761,478,270,158596.0,587.39
2026-08,Colombia,Televentas,53791,1851,573,340,264,146723.0,555.77
2026-08,Colombia,Referidos de clientes,66746,1763,379,240,212,15070.0,71.08
2026-08,Colombia,Alianzas y bancos,38480,1657,379,208,167,48164.0,288.41
2026-08,Colombia,Marketplace / App,17252,763,236,150,102,25771.0,252.66
2026-08,México,Búsqueda orgánica,173120,6332,1658,922,681,156449.0,229.73
2026-08,México,Canal de contadores,322951,9671,1933,1025,931,154417.0,165.86
2026-08,México,Google Ads,243286,6727,1349,860,537,477335.0,888.89
2026-08,México,Meta Ads,118982,3319,971,572,306,260479.0,851.24
2026-08,México,Televentas,170654,4571,896,502,377,239837.0,636.17
2026-08,México,Referidos de clientes,47006,1918,390,258,224,19019.0,84.91
2026-08,México,Alianzas y bancos,44269,1852,450,248,198,83922.0,423.85
2026-08,México,Marketplace / App,20187,884,251,162,105,27627.0,263.11
2026-08,Ecuador,Búsqueda orgánica,36220,1384,424,286,219,38615.0,176.33
2026-08,Ecuador,Canal de contadores,45993,1800,432,290,265,31281.0,118.04
2026-08,Ecuador,Google Ads,57888,1627,345,222,133,79966.0,601.25
2026-08,Ecuador,Meta Ads,29809,1390,351,197,106,71292.0,672.57
2026-08,Ecuador,Televentas,20220,832,188,112,90,46800.0,520.0
2026-08,Ecuador,Referidos de clientes,11720,494,129,87,74,6377.0,86.18
2026-08,Ecuador,Alianzas y bancos,11010,398,115,66,57,16951.0,297.39
2026-08,Ecuador,Marketplace / App,12976,423,90,50,34,9974.0,293.36
2026-08,Perú,Búsqueda orgánica,34401,1146,295,180,137,24992.0,182.43
2026-08,Perú,Canal de contadores,29685,1450,421,221,190,23177.0,121.98
2026-08,Perú,Google Ads,35573,1692,349,185,105,69455.0,661.47
2026-08,Perú,Meta Ads,25078,869,237,132,70,42597.0,608.53
2026-08,Perú,Televentas,17659,679,168,97,76,44792.0,589.37
2026-08,Perú,Referidos de clientes,12313,509,103,56,49,4030.0,82.25
2026-08,Perú,Alianzas y bancos,7532,285,80,54,43,13489.0,313.69
2026-08,Perú,Marketplace / App,3439,165,49,33,23,5441.0,236.58
2026-08,Uruguay,Búsqueda orgánica,21772,690,158,88,62,16598.0,267.71
2026-08,Uruguay,Canal de contadores,17071,745,185,102,83,15861.0,191.1
2026-08,Uruguay,Google Ads,12410,628,122,77,47,47415.0,1008.83
2026-08,Uruguay,Meta Ads,6237,288,85,46,26,21062.0,810.08
2026-08,Uruguay,Televentas,8497,279,55,33,26,20216.0,777.55
2026-08,Uruguay,Referidos de clientes,4905,189,51,28,22,2572.0,116.92
2026-08,Uruguay,Alianzas y bancos,4234,129,36,19,16,7099.0,443.67
2026-08,Uruguay,Marketplace / App,1974,73,21,13,9,3095.0,343.93
