cohorte,pais,mes_vida,clientes_inicial,clientes_retenidos,retencion_pct,retencion_mrr_pct
2025-06,Uruguay,11,353,296,83.97,92.37
2025-06,Uruguay,12,353,293,83.06,92.13
2025-06,Uruguay,13,353,290,82.18,91.9
2025-06,Uruguay,14,353,287,81.34,91.7
2025-06,Chile,0,283,283,100.0,100.0
2025-06,Chile,1,283,264,93.36,94.21
2025-06,Chile,2,283,255,90.15,91.79
2025-06,Chile,3,283,249,88.17,90.58
2025-06,Chile,4,283,244,86.28,89.42
2025-06,Chile,5,283,239,84.47,88.32
2025-06,Chile,6,283,234,82.74,87.26
2025-06,Chile,7,283,229,81.09,86.25
2025-06,Chile,8,283,224,79.5,85.29
2025-06,Chile,9,283,220,77.99,84.37
2025-06,Chile,10,283,216,76.54,83.5
2025-06,Chile,11,283,212,75.15,82.68
2025-06,Chile,12,283,208,73.83,81.89
2025-06,Chile,13,283,205,72.57,81.15
2025-06,Chile,14,283,201,71.36,80.45
2025-07,Colombia,0,3027,3027,100.0,100.0
2025-07,Colombia,1,3027,2883,95.24,96.11
2025-07,Colombia,2,3027,2812,92.9,94.59
2025-07,Colombia,3,3027,2767,91.44,93.94
2025-07,Colombia,4,3027,2725,90.04,93.31
2025-07,Colombia,5,3027,2684,88.68,92.72
2025-07,Colombia,6,3027,2645,87.38,92.15
2025-07,Colombia,7,3027,2607,86.13,91.62
2025-07,Colombia,8,3027,2570,84.92,91.11
2025-07,Colombia,9,3027,2535,83.77,90.63
2025-07,Colombia,10,3027,2501,82.65,90.17
2025-07,Colombia,11,3027,2469,81.58,89.75
2025-07,Colombia,12,3027,2438,80.55,89.35
2025-07,Colombia,13,3027,2408,79.56,88.98
2025-07,México,0,2141,2141,100.0,100.0
2025-07,México,1,2141,2009,93.85,94.71
2025-07,México,2,2141,1945,90.87,92.52
2025-07,México,3,2141,1905,89.02,91.45
2025-07,México,4,2141,1868,87.25,90.43
2025-07,México,5,2141,1831,85.56,89.45
2025-07,México,6,2141,1797,83.94,88.52
2025-07,México,7,2141,1763,82.38,87.63
2025-07,México,8,2141,1731,80.89,86.78
2025-07,México,9,2141,1701,79.46,85.97
2025-07,México,10,2141,1672,78.1,85.2
2025-07,México,11,2141,1644,76.79,84.48
2025-07,México,12,2141,1617,75.54,83.79
2025-07,México,13,2141,1591,74.34,83.13
2025-07,Ecuador,0,885,885,100.0,100.0
2025-07,Ecuador,1,885,839,94.84,95.7
2025-07,Ecuador,2,885,816,92.31,93.99
2025-07,Ecuador,3,885,802,90.73,93.21
2025-07,Ecuador,4,885,789,89.22,92.47
2025-07,Ecuador,5,885,776,87.76,91.76
2025-07,Ecuador,6,885,764,86.37,91.08
2025-07,Ecuador,7,885,752,85.02,90.44
2025-07,Ecuador,8,885,741,83.73,89.83
2025-07,Ecuador,9,885,730,82.49,89.25
2025-07,Ecuador,10,885,719,81.3,88.7
2025-07,Ecuador,11,885,709,80.16,88.18
2025-07,Ecuador,12,885,699,79.06,87.69
2025-07,Ecuador,13,885,690,78.01,87.24
2025-07,Perú,0,664,664,100.0,100.0
2025-07,Perú,1,664,628,94.61,95.47
2025-07,Perú,2,664,610,91.97,93.64
2025-07,Perú,3,664,599,90.33,92.79
2025-07,Perú,4,664,589,88.75,91.98
2025-07,Perú,5,664,579,87.24,91.21
2025-07,Perú,6,664,569,85.79,90.47
2025-07,Perú,7,664,560,84.39,89.77
2025-07,Perú,8,664,551,83.06,89.1
2025-07,Perú,9,664,542,81.77,88.47
2025-07,Perú,10,664,534,80.54,87.87
2025-07,Perú,11,664,526,79.35,87.3
2025-07,Perú,12,664,519,78.22,86.76
2025-07,Perú,13,664,512,77.13,86.25
2025-07,Uruguay,0,369,369,100.0,100.0
2025-07,Uruguay,1,369,353,95.91,96.78
2025-07,Uruguay,2,369,346,93.88,95.59
2025-07,Uruguay,3,369,341,92.61,95.14
2025-07,Uruguay,4,369,337,91.39,94.72
2025-07,Uruguay,5,369,332,90.21,94.31
2025-07,Uruguay,6,369,328,89.07,93.94
2025-07,Uruguay,7,369,324,87.97,93.58
2025-07,Uruguay,8,369,320,86.92,93.24
2025-07,Uruguay,9,369,316,85.9,92.93
2025-07,Uruguay,10,369,313,84.91,92.64
2025-07,Uruguay,11,369,309,83.97,92.37
2025-07,Uruguay,12,369,306,83.06,92.13
2025-07,Uruguay,13,369,303,82.18,91.9
2025-07,Chile,0,295,295,100.0,100.0
2025-07,Chile,1,295,275,93.36,94.21
2025-07,Chile,2,295,265,90.15,91.79
2025-07,Chile,3,295,260,88.17,90.58
2025-07,Chile,4,295,254,86.28,89.42
2025-07,Chile,5,295,249,84.47,88.32
2025-07,Chile,6,295,244,82.74,87.26
2025-07,Chile,7,295,239,81.09,86.25
2025-07,Chile,8,295,234,79.5,85.29
2025-07,Chile,9,295,230,77.99,84.37
2025-07,Chile,10,295,225,76.54,83.5
2025-07,Chile,11,295,221,75.15,82.68
2025-07,Chile,12,295,217,73.83,81.89
2025-07,Chile,13,295,214,72.57,81.15
2025-08,Colombia,0,2603,2603,100.0,100.0
2025-08,Colombia,1,2603,2479,95.24,96.11
2025-08,Colombia,2,2603,2418,92.9,94.59
2025-08,Colombia,3,2603,2380,91.44,93.94
2025-08,Colombia,4,2603,2343,90.04,93.31
2025-08,Colombia,5,2603,2308,88.68,92.72
2025-08,Colombia,6,2603,2274,87.38,92.15
2025-08,Colombia,7,2603,2241,86.13,91.62
2025-08,Colombia,8,2603,2210,84.92,91.11
2025-08,Colombia,9,2603,2180,83.77,90.63
2025-08,Colombia,10,2603,2151,82.65,90.17
2025-08,Colombia,11,2603,2123,81.58,89.75
2025-08,Colombia,12,2603,2096,80.55,89.35
2025-08,México,0,1841,1841,100.0,100.0
2025-08,México,1,1841,1727,93.85,94.71
2025-08,México,2,1841,1672,90.87,92.52
2025-08,México,3,1841,1638,89.02,91.45
2025-08,México,4,1841,1606,87.25,90.43
2025-08,México,5,1841,1575,85.56,89.45
2025-08,México,6,1841,1545,83.94,88.52
2025-08,México,7,1841,1516,82.38,87.63
2025-08,México,8,1841,1489,80.89,86.78
2025-08,México,9,1841,1462,79.46,85.97
2025-08,México,10,1841,1437,78.1,85.2
2025-08,México,11,1841,1413,76.79,84.48
2025-08,México,12,1841,1390,75.54,83.79
2025-08,Ecuador,0,761,761,100.0,100.0
2025-08,Ecuador,1,761,721,94.84,95.7
2025-08,Ecuador,2,761,702,92.31,93.99
2025-08,Ecuador,3,761,690,90.73,93.21
2025-08,Ecuador,4,761,678,89.22,92.47
2025-08,Ecuador,5,761,667,87.76,91.76
2025-08,Ecuador,6,761,657,86.37,91.08
2025-08,Ecuador,7,761,647,85.02,90.44
2025-08,Ecuador,8,761,637,83.73,89.83
2025-08,Ecuador,9,761,627,82.49,89.25
2025-08,Ecuador,10,761,618,81.3,88.7
2025-08,Ecuador,11,761,609,80.16,88.18
2025-08,Ecuador,12,761,601,79.06,87.69
2025-08,Perú,0,571,571,100.0,100.0
2025-08,Perú,1,571,540,94.61,95.47
2025-08,Perú,2,571,525,91.97,93.64
2025-08,Perú,3,571,515,90.33,92.79
2025-08,Perú,4,571,506,88.75,91.98
2025-08,Perú,5,571,498,87.24,91.21
2025-08,Perú,6,571,489,85.79,90.47
2025-08,Perú,7,571,481,84.39,89.77
2025-08,Perú,8,571,474,83.06,89.1
2025-08,Perú,9,571,466,81.77,88.47
2025-08,Perú,10,571,459,80.54,87.87
2025-08,Perú,11,571,453,79.35,87.3
2025-08,Perú,12,571,446,78.22,86.76
2025-08,Uruguay,0,317,317,100.0,100.0
2025-08,Uruguay,1,317,304,95.91,96.78
2025-08,Uruguay,2,317,297,93.88,95.59
2025-08,Uruguay,3,317,293,92.61,95.14
2025-08,Uruguay,4,317,289,91.39,94.72
2025-08,Uruguay,5,317,285,90.21,94.31
2025-08,Uruguay,6,317,282,89.07,93.94
2025-08,Uruguay,7,317,278,87.97,93.58
2025-08,Uruguay,8,317,275,86.92,93.24
2025-08,Uruguay,9,317,272,85.9,92.93
2025-08,Uruguay,10,317,269,84.91,92.64
2025-08,Uruguay,11,317,266,83.97,92.37
2025-08,Uruguay,12,317,263,83.06,92.13
2025-08,Chile,0,253,253,100.0,100.0
2025-08,Chile,1,253,236,93.36,94.21
2025-08,Chile,2,253,228,90.15,91.79
2025-08,Chile,3,253,223,88.17,90.58
2025-08,Chile,4,253,218,86.28,89.42
2025-08,Chile,5,253,213,84.47,88.32
2025-08,Chile,6,253,209,82.74,87.26
2025-08,Chile,7,253,205,81.09,86.25
2025-08,Chile,8,253,201,79.5,85.29
2025-08,Chile,9,253,197,77.99,84.37
2025-08,Chile,10,253,193,76.54,83.5
2025-08,Chile,11,253,190,75.15,82.68
2025-08,Chile,12,253,186,73.83,81.89
2025-09,Colombia,0,3702,3702,100.0,100.0
2025-09,Colombia,1,3702,3525,95.24,96.11
2025-09,Colombia,2,3702,3439,92.9,94.59
2025-09,Colombia,3,3702,3385,91.44,93.94
2025-09,Colombia,4,3702,3333,90.04,93.31
2025-09,Colombia,5,3702,3283,88.68,92.72
2025-09,Colombia,6,3702,3234,87.38,92.15
2025-09,Colombia,7,3702,3188,86.13,91.62
2025-09,Colombia,8,3702,3143,84.92,91.11
2025-09,Colombia,9,3702,3101,83.77,90.63
2025-09,Colombia,10,3702,3059,82.65,90.17
2025-09,Colombia,11,3702,3020,81.58,89.75
2025-09,México,0,2618,2618,100.0,100.0
2025-09,México,1,2618,2457,93.85,94.71
2025-09,México,2,2618,2378,90.87,92.52
2025-09,México,3,2618,2330,89.02,91.45
2025-09,México,4,2618,2284,87.25,90.43
2025-09,México,5,2618,2239,85.56,89.45
2025-09,México,6,2618,2197,83.94,88.52
2025-09,México,7,2618,2156,82.38,87.63
2025-09,México,8,2618,2117,80.89,86.78
2025-09,México,9,2618,2080,79.46,85.97
2025-09,México,10,2618,2044,78.1,85.2
2025-09,México,11,2618,2010,76.79,84.48
2025-09,Ecuador,0,1083,1083,100.0,100.0
2025-09,Ecuador,1,1083,1027,94.84,95.7
2025-09,Ecuador,2,1083,999,92.31,93.99
2025-09,Ecuador,3,1083,982,90.73,93.21
2025-09,Ecuador,4,1083,966,89.22,92.47
2025-09,Ecuador,5,1083,950,87.76,91.76
2025-09,Ecuador,6,1083,935,86.37,91.08
2025-09,Ecuador,7,1083,920,85.02,90.44
2025-09,Ecuador,8,1083,906,83.73,89.83
2025-09,Ecuador,9,1083,893,82.49,89.25
2025-09,Ecuador,10,1083,880,81.3,88.7
2025-09,Ecuador,11,1083,868,80.16,88.18
2025-09,Perú,0,812,812,100.0,100.0
2025-09,Perú,1,812,768,94.61,95.47
2025-09,Perú,2,812,746,91.97,93.64
2025-09,Perú,3,812,733,90.33,92.79
2025-09,Perú,4,812,720,88.75,91.98
2025-09,Perú,5,812,708,87.24,91.21
2025-09,Perú,6,812,696,85.79,90.47
2025-09,Perú,7,812,685,84.39,89.77
2025-09,Perú,8,812,674,83.06,89.1
2025-09,Perú,9,812,663,81.77,88.47
2025-09,Perú,10,812,653,80.54,87.87
2025-09,Perú,11,812,644,79.35,87.3
2025-09,Uruguay,0,451,451,100.0,100.0
2025-09,Uruguay,1,451,432,95.91,96.78
2025-09,Uruguay,2,451,423,93.88,95.59
2025-09,Uruguay,3,451,417,92.61,95.14
2025-09,Uruguay,4,451,412,91.39,94.72
2025-09,Uruguay,5,451,406,90.21,94.31
2025-09,Uruguay,6,451,401,89.07,93.94
2025-09,Uruguay,7,451,396,87.97,93.58
2025-09,Uruguay,8,451,391,86.92,93.24
2025-09,Uruguay,9,451,387,85.9,92.93
2025-09,Uruguay,10,451,382,84.91,92.64
2025-09,Uruguay,11,451,378,83.97,92.37
2025-09,Chile,0,361,361,100.0,100.0
2025-09,Chile,1,361,337,93.36,94.21
2025-09,Chile,2,361,325,90.15,91.79
2025-09,Chile,3,361,318,88.17,90.58
2025-09,Chile,4,361,311,86.28,89.42
2025-09,Chile,5,361,304,84.47,88.32
2025-09,Chile,6,361,298,82.74,87.26
2025-09,Chile,7,361,292,81.09,86.25
2025-09,Chile,8,361,286,79.5,85.29
2025-09,Chile,9,361,281,77.99,84.37
2025-09,Chile,10,361,276,76.54,83.5
2025-09,Chile,11,361,271,75.15,82.68
2025-10,Colombia,0,3527,3527,100.0,100.0
2025-10,Colombia,1,3527,3359,95.24,96.11
2025-10,Colombia,2,3527,3276,92.9,94.59
2025-10,Colombia,3,3527,3225,91.44,93.94
2025-10,Colombia,4,3527,3175,90.04,93.31
2025-10,Colombia,5,3527,3127,88.68,92.72
2025-10,Colombia,6,3527,3081,87.38,92.15
2025-10,Colombia,7,3527,3037,86.13,91.62
2025-10,Colombia,8,3527,2995,84.92,91.11
2025-10,Colombia,9,3527,2954,83.77,90.63
2025-10,Colombia,10,3527,2915,82.65,90.17
2025-10,México,0,2495,2495,100.0,100.0
2025-10,México,1,2495,2341,93.85,94.71
2025-10,México,2,2495,2267,90.87,92.52
2025-10,México,3,2495,2221,89.02,91.45
2025-10,México,4,2495,2176,87.25,90.43
2025-10,México,5,2495,2134,85.56,89.45
2025-10,México,6,2495,2094,83.94,88.52
2025-10,México,7,2495,2055,82.38,87.63
2025-10,México,8,2495,2018,80.89,86.78
2025-10,México,9,2495,1982,79.46,85.97
2025-10,México,10,2495,1948,78.1,85.2
2025-10,Ecuador,0,1032,1032,100.0,100.0
2025-10,Ecuador,1,1032,978,94.84,95.7
2025-10,Ecuador,2,1032,952,92.31,93.99
2025-10,Ecuador,3,1032,936,90.73,93.21
2025-10,Ecuador,4,1032,920,89.22,92.47
2025-10,Ecuador,5,1032,905,87.76,91.76
2025-10,Ecuador,6,1032,891,86.37,91.08
2025-10,Ecuador,7,1032,877,85.02,90.44
2025-10,Ecuador,8,1032,864,83.73,89.83
2025-10,Ecuador,9,1032,851,82.49,89.25
2025-10,Ecuador,10,1032,839,81.3,88.7
2025-10,Perú,0,774,774,100.0,100.0
2025-10,Perú,1,774,732,94.61,95.47
2025-10,Perú,2,774,711,91.97,93.64
2025-10,Perú,3,774,699,90.33,92.79
2025-10,Perú,4,774,686,88.75,91.98
2025-10,Perú,5,774,675,87.24,91.21
2025-10,Perú,6,774,664,85.79,90.47
2025-10,Perú,7,774,653,84.39,89.77
2025-10,Perú,8,774,642,83.06,89.1
2025-10,Perú,9,774,632,81.77,88.47
2025-10,Perú,10,774,623,80.54,87.87
2025-10,Uruguay,0,430,430,100.0,100.0
2025-10,Uruguay,1,430,412,95.91,96.78
2025-10,Uruguay,2,430,403,93.88,95.59
2025-10,Uruguay,3,430,398,92.61,95.14
2025-10,Uruguay,4,430,392,91.39,94.72
2025-10,Uruguay,5,430,387,90.21,94.31
2025-10,Uruguay,6,430,383,89.07,93.94
2025-10,Uruguay,7,430,378,87.97,93.58
2025-10,Uruguay,8,430,373,86.92,93.24
2025-10,Uruguay,9,430,369,85.9,92.93
2025-10,Uruguay,10,430,365,84.91,92.64
2025-10,Chile,0,344,344,100.0,100.0
2025-10,Chile,1,344,321,93.36,94.21
2025-10,Chile,2,344,310,90.15,91.79
2025-10,Chile,3,344,303,88.17,90.58
2025-10,Chile,4,344,296,86.28,89.42
2025-10,Chile,5,344,290,84.47,88.32
2025-10,Chile,6,344,284,82.74,87.26
2025-10,Chile,7,344,278,81.09,86.25
2025-10,Chile,8,344,273,79.5,85.29
2025-10,Chile,9,344,268,77.99,84.37
2025-10,Chile,10,344,263,76.54,83.5
2025-11,Colombia,0,3793,3793,100.0,100.0
2025-11,Colombia,1,3793,3612,95.24,96.11
2025-11,Colombia,2,3793,3523,92.9,94.59
2025-11,Colombia,3,3793,3468,91.44,93.94
2025-11,Colombia,4,3793,3415,90.04,93.31
2025-11,Colombia,5,3793,3363,88.68,92.72
2025-11,Colombia,6,3793,3314,87.38,92.15
2025-11,Colombia,7,3793,3266,86.13,91.62
2025-11,Colombia,8,3793,3221,84.92,91.11
2025-11,Colombia,9,3793,3177,83.77,90.63
2025-11,México,0,2683,2683,100.0,100.0
2025-11,México,1,2683,2518,93.85,94.71
2025-11,México,2,2683,2437,90.87,92.52
2025-11,México,3,2683,2388,89.02,91.45
2025-11,México,4,2683,2341,87.25,90.43
2025-11,México,5,2683,2295,85.56,89.45
2025-11,México,6,2683,2251,83.94,88.52
2025-11,México,7,2683,2210,82.38,87.63
2025-11,México,8,2683,2170,80.89,86.78
2025-11,México,9,2683,2132,79.46,85.97
2025-11,Ecuador,0,1110,1110,100.0,100.0
2025-11,Ecuador,1,1110,1052,94.84,95.7
2025-11,Ecuador,2,1110,1024,92.31,93.99
2025-11,Ecuador,3,1110,1007,90.73,93.21
2025-11,Ecuador,4,1110,990,89.22,92.47
2025-11,Ecuador,5,1110,974,87.76,91.76
2025-11,Ecuador,6,1110,958,86.37,91.08
2025-11,Ecuador,7,1110,943,85.02,90.44
2025-11,Ecuador,8,1110,929,83.73,89.83
2025-11,Ecuador,9,1110,915,82.49,89.25
2025-11,Perú,0,832,832,100.0,100.0
2025-11,Perú,1,832,787,94.61,95.47
2025-11,Perú,2,832,765,91.97,93.64
2025-11,Perú,3,832,751,90.33,92.79
2025-11,Perú,4,832,738,88.75,91.98
2025-11,Perú,5,832,725,87.24,91.21
2025-11,Perú,6,832,713,85.79,90.47
2025-11,Perú,7,832,702,84.39,89.77
2025-11,Perú,8,832,691,83.06,89.1
2025-11,Perú,9,832,680,81.77,88.47
2025-11,Uruguay,0,462,462,100.0,100.0
2025-11,Uruguay,1,462,443,95.91,96.78
2025-11,Uruguay,2,462,433,93.88,95.59
2025-11,Uruguay,3,462,427,92.61,95.14
2025-11,Uruguay,4,462,422,91.39,94.72
2025-11,Uruguay,5,462,416,90.21,94.31
2025-11,Uruguay,6,462,411,89.07,93.94
2025-11,Uruguay,7,462,406,87.97,93.58
2025-11,Uruguay,8,462,401,86.92,93.24
2025-11,Uruguay,9,462,396,85.9,92.93
2025-11,Chile,0,370,370,100.0,100.0
2025-11,Chile,1,370,345,93.36,94.21
2025-11,Chile,2,370,333,90.15,91.79
2025-11,Chile,3,370,326,88.17,90.58
2025-11,Chile,4,370,319,86.28,89.42
2025-11,Chile,5,370,312,84.47,88.32
2025-11,Chile,6,370,306,82.74,87.26
2025-11,Chile,7,370,300,81.09,86.25
2025-11,Chile,8,370,294,79.5,85.29
2025-11,Chile,9,370,288,77.99,84.37
2025-12,Colombia,0,2518,2518,100.0,100.0
2025-12,Colombia,1,2518,2398,95.24,96.11
2025-12,Colombia,2,2518,2339,92.9,94.59
2025-12,Colombia,3,2518,2302,91.44,93.94
2025-12,Colombia,4,2518,2267,90.04,93.31
2025-12,Colombia,5,2518,2233,88.68,92.72
2025-12,Colombia,6,2518,2200,87.38,92.15
2025-12,Colombia,7,2518,2168,86.13,91.62
2025-12,Colombia,8,2518,2138,84.92,91.11
2025-12,México,0,1781,1781,100.0,100.0
2025-12,México,1,1781,1671,93.85,94.71
2025-12,México,2,1781,1618,90.87,92.52
2025-12,México,3,1781,1585,89.02,91.45
2025-12,México,4,1781,1553,87.25,90.43
2025-12,México,5,1781,1523,85.56,89.45
2025-12,México,6,1781,1494,83.94,88.52
2025-12,México,7,1781,1467,82.38,87.63
2025-12,México,8,1781,1440,80.89,86.78
2025-12,Ecuador,0,737,737,100.0,100.0
2025-12,Ecuador,1,737,698,94.84,95.7
2025-12,Ecuador,2,737,680,92.31,93.99
2025-12,Ecuador,3,737,668,90.73,93.21
2025-12,Ecuador,4,737,657,89.22,92.47
2025-12,Ecuador,5,737,646,87.76,91.76
2025-12,Ecuador,6,737,636,86.37,91.08
2025-12,Ecuador,7,737,626,85.02,90.44
2025-12,Ecuador,8,737,617,83.73,89.83
2025-12,Perú,0,552,552,100.0,100.0
2025-12,Perú,1,552,522,94.61,95.47
2025-12,Perú,2,552,507,91.97,93.64
2025-12,Perú,3,552,498,90.33,92.79
2025-12,Perú,4,552,489,88.75,91.98
2025-12,Perú,5,552,481,87.24,91.21
2025-12,Perú,6,552,473,85.79,90.47
2025-12,Perú,7,552,465,84.39,89.77
2025-12,Perú,8,552,458,83.06,89.1
2025-12,Uruguay,0,307,307,100.0,100.0
2025-12,Uruguay,1,307,294,95.91,96.78
2025-12,Uruguay,2,307,288,93.88,95.59
2025-12,Uruguay,3,307,284,92.61,95.14
2025-12,Uruguay,4,307,280,91.39,94.72
2025-12,Uruguay,5,307,276,90.21,94.31
2025-12,Uruguay,6,307,273,89.07,93.94
2025-12,Uruguay,7,307,270,87.97,93.58
2025-12,Uruguay,8,307,266,86.92,93.24
2025-12,Chile,0,245,245,100.0,100.0
2025-12,Chile,1,245,228,93.36,94.21
2025-12,Chile,2,245,220,90.15,91.79
2025-12,Chile,3,245,216,88.17,90.58
2025-12,Chile,4,245,211,86.28,89.42
2025-12,Chile,5,245,206,84.47,88.32
2025-12,Chile,6,245,202,82.74,87.26
2025-12,Chile,7,245,198,81.09,86.25
2025-12,Chile,8,245,194,79.5,85.29
2026-01,Colombia,0,3543,3543,100.0,100.0
2026-01,Colombia,1,3543,3374,95.24,96.11
2026-01,Colombia,2,3543,3291,92.9,94.59
2026-01,Colombia,3,3543,3239,91.44,93.94
2026-01,Colombia,4,3543,3189,90.04,93.31
2026-01,Colombia,5,3543,3142,88.68,92.72
2026-01,Colombia,6,3543,3095,87.38,92.15
2026-01,Colombia,7,3543,3051,86.13,91.62
2026-01,México,0,2506,2506,100.0,100.0
2026-01,México,1,2506,2351,93.85,94.71
2026-01,México,2,2506,2277,90.87,92.52
2026-01,México,3,2506,2230,89.02,91.45
2026-01,México,4,2506,2186,87.25,90.43
2026-01,México,5,2506,2144,85.56,89.45
2026-01,México,6,2506,2103,83.94,88.52
2026-01,México,7,2506,2064,82.38,87.63
2026-01,Ecuador,0,1037,1037,100.0,100.0
2026-01,Ecuador,1,1037,983,94.84,95.7
2026-01,Ecuador,2,1037,957,92.31,93.99
2026-01,Ecuador,3,1037,940,90.73,93.21
2026-01,Ecuador,4,1037,925,89.22,92.47
2026-01,Ecuador,5,1037,910,87.76,91.76
2026-01,Ecuador,6,1037,895,86.37,91.08
2026-01,Ecuador,7,1037,881,85.02,90.44
2026-01,Perú,0,777,777,100.0,100.0
2026-01,Perú,1,777,735,94.61,95.47
2026-01,Perú,2,777,714,91.97,93.64
2026-01,Perú,3,777,701,90.33,92.79
2026-01,Perú,4,777,689,88.75,91.98
2026-01,Perú,5,777,677,87.24,91.21
2026-01,Perú,6,777,666,85.79,90.47
2026-01,Perú,7,777,655,84.39,89.77
2026-01,Uruguay,0,432,432,100.0,100.0
2026-01,Uruguay,1,432,414,95.91,96.78
2026-01,Uruguay,2,432,405,93.88,95.59
2026-01,Uruguay,3,432,400,92.61,95.14
2026-01,Uruguay,4,432,394,91.39,94.72
2026-01,Uruguay,5,432,389,90.21,94.31
2026-01,Uruguay,6,432,384,89.07,93.94
2026-01,Uruguay,7,432,380,87.97,93.58
2026-01,Chile,0,345,345,100.0,100.0
2026-01,Chile,1,345,322,93.36,94.21
2026-01,Chile,2,345,311,90.15,91.79
2026-01,Chile,3,345,304,88.17,90.58
2026-01,Chile,4,345,297,86.28,89.42
2026-01,Chile,5,345,291,84.47,88.32
2026-01,Chile,6,345,285,82.74,87.26
2026-01,Chile,7,345,279,81.09,86.25
2026-02,Colombia,0,3647,3647,100.0,100.0
2026-02,Colombia,1,3647,3473,95.24,96.11
2026-02,Colombia,2,3647,3388,92.9,94.59
2026-02,Colombia,3,3647,3334,91.44,93.94
2026-02,Colombia,4,3647,3283,90.04,93.31
2026-02,Colombia,5,3647,3234,88.68,92.72
2026-02,Colombia,6,3647,3186,87.38,92.15
2026-02,México,0,2580,2580,100.0,100.0
2026-02,México,1,2580,2421,93.85,94.71
2026-02,México,2,2580,2344,90.87,92.52
2026-02,México,3,2580,2296,89.02,91.45
2026-02,México,4,2580,2251,87.25,90.43
2026-02,México,5,2580,2207,85.56,89.45
2026-02,México,6,2580,2165,83.94,88.52
2026-02,Ecuador,0,1067,1067,100.0,100.0
2026-02,Ecuador,1,1067,1011,94.84,95.7
2026-02,Ecuador,2,1067,984,92.31,93.99
2026-02,Ecuador,3,1067,968,90.73,93.21
2026-02,Ecuador,4,1067,951,89.22,92.47
2026-02,Ecuador,5,1067,936,87.76,91.76
2026-02,Ecuador,6,1067,921,86.37,91.08
2026-02,Perú,0,800,800,100.0,100.0
2026-02,Perú,1,800,756,94.61,95.47
2026-02,Perú,2,800,735,91.97,93.64
2026-02,Perú,3,800,722,90.33,92.79
2026-02,Perú,4,800,710,88.75,91.98
2026-02,Perú,5,800,697,87.24,91.21
2026-02,Perú,6,800,686,85.79,90.47
2026-02,Uruguay,0,444,444,100.0,100.0
2026-02,Uruguay,1,444,425,95.91,96.78
2026-02,Uruguay,2,444,416,93.88,95.59
2026-02,Uruguay,3,444,411,92.61,95.14
2026-02,Uruguay,4,444,405,91.39,94.72
2026-02,Uruguay,5,444,400,90.21,94.31
2026-02,Uruguay,6,444,395,89.07,93.94
2026-02,Chile,0,355,355,100.0,100.0
2026-02,Chile,1,355,331,93.36,94.21
2026-02,Chile,2,355,320,90.15,91.79
2026-02,Chile,3,355,313,88.17,90.58
2026-02,Chile,4,355,306,86.28,89.42
2026-02,Chile,5,355,299,84.47,88.32
2026-02,Chile,6,355,293,82.74,87.26
2026-03,Colombia,0,2751,2751,100.0,100.0
2026-03,Colombia,1,2751,2620,95.24,96.11
2026-03,Colombia,2,2751,2555,92.9,94.59
2026-03,Colombia,3,2751,2515,91.44,93.94
2026-03,Colombia,4,2751,2476,90.04,93.31
2026-03,Colombia,5,2751,2439,88.68,92.72
2026-03,México,0,1946,1946,100.0,100.0
2026-03,México,1,1946,1826,93.85,94.71
2026-03,México,2,1946,1768,90.87,92.52
2026-03,México,3,1946,1732,89.02,91.45
2026-03,México,4,1946,1697,87.25,90.43
2026-03,México,5,1946,1664,85.56,89.45
2026-03,Ecuador,0,805,805,100.0,100.0
2026-03,Ecuador,1,805,763,94.84,95.7
2026-03,Ecuador,2,805,743,92.31,93.99
2026-03,Ecuador,3,805,730,90.73,93.21
2026-03,Ecuador,4,805,718,89.22,92.47
2026-03,Ecuador,5,805,706,87.76,91.76
2026-03,Perú,0,603,603,100.0,100.0
2026-03,Perú,1,603,570,94.61,95.47
2026-03,Perú,2,603,554,91.97,93.64
2026-03,Perú,3,603,544,90.33,92.79
2026-03,Perú,4,603,535,88.75,91.98
2026-03,Perú,5,603,526,87.24,91.21
2026-03,Uruguay,0,335,335,100.0,100.0
2026-03,Uruguay,1,335,321,95.91,96.78
2026-03,Uruguay,2,335,314,93.88,95.59
2026-03,Uruguay,3,335,310,92.61,95.14
2026-03,Uruguay,4,335,306,91.39,94.72
2026-03,Uruguay,5,335,302,90.21,94.31
2026-03,Chile,0,268,268,100.0,100.0
2026-03,Chile,1,268,250,93.36,94.21
2026-03,Chile,2,268,241,90.15,91.79
2026-03,Chile,3,268,236,88.17,90.58
2026-03,Chile,4,268,231,86.28,89.42
2026-03,Chile,5,268,226,84.47,88.32
2026-04,Colombia,0,3712,3712,100.0,100.0
2026-04,Colombia,1,3712,3535,95.24,96.11
2026-04,Colombia,2,3712,3448,92.9,94.59
2026-04,Colombia,3,3712,3394,91.44,93.94
2026-04,Colombia,4,3712,3342,90.04,93.31
2026-04,México,0,2626,2626,100.0,100.0
2026-04,México,1,2626,2464,93.85,94.71
2026-04,México,2,2626,2386,90.87,92.52
2026-04,México,3,2626,2337,89.02,91.45
2026-04,México,4,2626,2291,87.25,90.43
2026-04,Ecuador,0,1086,1086,100.0,100.0
2026-04,Ecuador,1,1086,1029,94.84,95.7
2026-04,Ecuador,2,1086,1002,92.31,93.99
2026-04,Ecuador,3,1086,985,90.73,93.21
2026-04,Ecuador,4,1086,968,89.22,92.47
