mes,pais,plan,motivo,clientes,mrr_perdido_usd
2025-01,Ecuador,Siigo Contador,Cambió de contador,4,0.0
2025-01,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-01,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-01,Ecuador,Profesional Independiente,Cerró o quebró el negocio,52,2077.07
2025-01,Ecuador,Profesional Independiente,Precio / ajuste anual,72,2717.03
2025-01,Ecuador,Profesional Independiente,Se fue a la competencia,29,1282.89
2025-01,Ecuador,Profesional Independiente,Mala experiencia de soporte,31,1055.99
2025-01,Ecuador,Profesional Independiente,No logró implementar,25,951.26
2025-01,Ecuador,Profesional Independiente,Cambió de contador,18,680.72
2025-01,Ecuador,Profesional Independiente,Funcionalidad faltante,14,584.72
2025-01,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,427.63
2025-01,Ecuador,Emprendedor,Cerró o quebró el negocio,41,2017.92
2025-01,Ecuador,Emprendedor,Precio / ajuste anual,45,2639.66
2025-01,Ecuador,Emprendedor,Se fue a la competencia,26,1246.36
2025-01,Ecuador,Emprendedor,Mala experiencia de soporte,23,1025.92
2025-01,Ecuador,Emprendedor,No logró implementar,20,924.17
2025-01,Ecuador,Emprendedor,Cambió de contador,14,661.34
2025-01,Ecuador,Emprendedor,Funcionalidad faltante,11,568.07
2025-01,Ecuador,Emprendedor,Otro / sin motivo registrado,8,415.45
2025-01,Ecuador,Premium,Cerró o quebró el negocio,15,983.03
2025-01,Ecuador,Premium,Precio / ajuste anual,20,1285.91
2025-01,Ecuador,Premium,Se fue a la competencia,12,607.17
2025-01,Ecuador,Premium,Mala experiencia de soporte,11,499.78
2025-01,Ecuador,Premium,No logró implementar,9,450.21
2025-01,Ecuador,Premium,Cambió de contador,6,322.17
2025-01,Ecuador,Premium,Funcionalidad faltante,5,276.74
2025-01,Ecuador,Premium,Otro / sin motivo registrado,4,202.39
2025-01,Ecuador,Corporativo,Cerró o quebró el negocio,3,347.09
2025-01,Ecuador,Corporativo,Precio / ajuste anual,4,454.03
2025-01,Ecuador,Corporativo,Se fue a la competencia,2,214.38
2025-01,Ecuador,Corporativo,Mala experiencia de soporte,1,176.46
2025-01,Ecuador,Corporativo,No logró implementar,1,158.96
2025-01,Ecuador,Corporativo,Cambió de contador,1,113.75
2025-01,Ecuador,Siigo POS,Cerró o quebró el negocio,16,337.32
2025-01,Ecuador,Siigo POS,Precio / ajuste anual,19,441.26
2025-01,Ecuador,Siigo POS,Se fue a la competencia,10,208.35
2025-01,Ecuador,Siigo POS,Mala experiencia de soporte,8,171.5
2025-01,Ecuador,Siigo POS,No logró implementar,7,154.49
2025-01,Ecuador,Siigo POS,Cambió de contador,4,110.55
2025-01,Ecuador,Siigo POS,Funcionalidad faltante,4,94.96
2025-01,Ecuador,Siigo POS,Otro / sin motivo registrado,3,69.45
2025-01,Ecuador,POS Gastrobar,Cerró o quebró el negocio,8,251.23
2025-01,Ecuador,POS Gastrobar,Precio / ajuste anual,12,328.64
2025-01,Ecuador,POS Gastrobar,Se fue a la competencia,4,155.17
2025-01,Ecuador,POS Gastrobar,Mala experiencia de soporte,5,127.73
2025-01,Ecuador,POS Gastrobar,No logró implementar,4,115.06
2025-01,Ecuador,POS Gastrobar,Cambió de contador,2,82.34
2025-01,Ecuador,POS Gastrobar,Funcionalidad faltante,2,70.72
2025-01,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,51.72
2025-02,Ecuador,Siigo Contador,Cerró o quebró el negocio,13,0.0
2025-02,Ecuador,Siigo Contador,Precio / ajuste anual,16,0.0
2025-02,Ecuador,Siigo Contador,Se fue a la competencia,9,0.0
2025-02,Ecuador,Siigo Contador,Mala experiencia de soporte,7,0.0
2025-02,Ecuador,Siigo Contador,No logró implementar,5,0.0
2025-02,Ecuador,Siigo Contador,Cambió de contador,4,0.0
2025-02,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-02,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-02,Ecuador,Profesional Independiente,Cerró o quebró el negocio,43,1797.1
2025-02,Ecuador,Profesional Independiente,Precio / ajuste anual,66,2350.8
2025-02,Ecuador,Profesional Independiente,Se fue a la competencia,24,1109.97
2025-02,Ecuador,Profesional Independiente,Mala experiencia de soporte,21,913.65
2025-02,Ecuador,Profesional Independiente,No logró implementar,22,823.04
2025-02,Ecuador,Profesional Independiente,Cambió de contador,17,588.97
2025-02,Ecuador,Profesional Independiente,Funcionalidad faltante,12,505.91
2025-02,Ecuador,Profesional Independiente,Otro / sin motivo registrado,10,369.99
2025-02,Ecuador,Emprendedor,Cerró o quebró el negocio,32,1521.88
2025-02,Ecuador,Emprendedor,Precio / ajuste anual,37,1990.79
2025-02,Ecuador,Emprendedor,Se fue a la competencia,21,939.99
2025-02,Ecuador,Emprendedor,Mala experiencia de soporte,11,773.73
2025-02,Ecuador,Emprendedor,No logró implementar,13,697.0
2025-02,Ecuador,Emprendedor,Cambió de contador,9,498.77
2025-02,Ecuador,Emprendedor,Funcionalidad faltante,8,428.43
2025-02,Ecuador,Emprendedor,Otro / sin motivo registrado,5,313.33
2025-02,Ecuador,Premium,Cerró o quebró el negocio,14,763.18
2025-02,Ecuador,Premium,Precio / ajuste anual,18,998.32
2025-02,Ecuador,Premium,Se fue a la competencia,10,471.37
2025-02,Ecuador,Premium,Mala experiencia de soporte,6,388.0
2025-02,Ecuador,Premium,No logró implementar,6,349.52
2025-02,Ecuador,Premium,Cambió de contador,4,250.12
2025-02,Ecuador,Premium,Funcionalidad faltante,3,214.84
2025-02,Ecuador,Premium,Otro / sin motivo registrado,2,157.12
2025-02,Ecuador,Corporativo,Cerró o quebró el negocio,2,282.03
2025-02,Ecuador,Corporativo,Precio / ajuste anual,3,368.93
2025-02,Ecuador,Corporativo,Se fue a la competencia,1,174.19
2025-02,Ecuador,Corporativo,Mala experiencia de soporte,1,143.38
2025-02,Ecuador,Corporativo,No logró implementar,1,129.16
2025-02,Ecuador,Corporativo,Cambió de contador,1,92.43
2025-02,Ecuador,Siigo POS,Cerró o quebró el negocio,14,295.25
2025-02,Ecuador,Siigo POS,Precio / ajuste anual,15,386.22
2025-02,Ecuador,Siigo POS,Se fue a la competencia,7,182.36
2025-02,Ecuador,Siigo POS,Mala experiencia de soporte,5,150.11
2025-02,Ecuador,Siigo POS,No logró implementar,6,135.22
2025-02,Ecuador,Siigo POS,Cambió de contador,4,96.76
2025-02,Ecuador,Siigo POS,Funcionalidad faltante,2,83.12
2025-02,Ecuador,Siigo POS,Otro / sin motivo registrado,1,60.79
2025-02,Ecuador,POS Gastrobar,Cerró o quebró el negocio,7,199.54
2025-02,Ecuador,POS Gastrobar,Precio / ajuste anual,8,261.03
2025-02,Ecuador,POS Gastrobar,Se fue a la competencia,3,123.25
2025-02,Ecuador,POS Gastrobar,Mala experiencia de soporte,3,101.45
2025-02,Ecuador,POS Gastrobar,No logró implementar,2,91.39
2025-02,Ecuador,POS Gastrobar,Cambió de contador,2,65.4
2025-02,Ecuador,POS Gastrobar,Funcionalidad faltante,1,56.17
2025-02,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,41.08
2025-03,Ecuador,Siigo Contador,Cerró o quebró el negocio,13,0.0
2025-03,Ecuador,Siigo Contador,Precio / ajuste anual,10,0.0
2025-03,Ecuador,Siigo Contador,Se fue a la competencia,8,0.0
2025-03,Ecuador,Siigo Contador,Mala experiencia de soporte,10,0.0
2025-03,Ecuador,Siigo Contador,No logró implementar,6,0.0
2025-03,Ecuador,Siigo Contador,Cambió de contador,4,0.0
2025-03,Ecuador,Siigo Contador,Funcionalidad faltante,3,0.0
2025-03,Ecuador,Siigo Contador,Otro / sin motivo registrado,2,0.0
2025-03,Ecuador,Profesional Independiente,Cerró o quebró el negocio,40,1541.89
2025-03,Ecuador,Profesional Independiente,Precio / ajuste anual,31,1237.4
2025-03,Ecuador,Profesional Independiente,Se fue a la competencia,25,952.34
2025-03,Ecuador,Profesional Independiente,Mala experiencia de soporte,32,1160.17
2025-03,Ecuador,Profesional Independiente,No logró implementar,15,706.16
2025-03,Ecuador,Profesional Independiente,Cambió de contador,11,505.32
2025-03,Ecuador,Profesional Independiente,Funcionalidad faltante,8,434.06
2025-03,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,317.45
2025-03,Ecuador,Emprendedor,Cerró o quebró el negocio,36,1786.86
2025-03,Ecuador,Emprendedor,Precio / ajuste anual,31,1433.99
2025-03,Ecuador,Emprendedor,Se fue a la competencia,21,1103.65
2025-03,Ecuador,Emprendedor,Mala experiencia de soporte,23,1344.5
2025-03,Ecuador,Emprendedor,No logró implementar,16,818.35
2025-03,Ecuador,Emprendedor,Cambió de contador,11,585.61
2025-03,Ecuador,Emprendedor,Funcionalidad faltante,12,503.02
2025-03,Ecuador,Emprendedor,Otro / sin motivo registrado,7,367.88
2025-03,Ecuador,Premium,Cerró o quebró el negocio,15,791.48
2025-03,Ecuador,Premium,Precio / ajuste anual,14,635.18
2025-03,Ecuador,Premium,Se fue a la competencia,10,488.85
2025-03,Ecuador,Premium,Mala experiencia de soporte,12,595.54
2025-03,Ecuador,Premium,No logró implementar,6,362.48
2025-03,Ecuador,Premium,Cambió de contador,4,259.39
2025-03,Ecuador,Premium,Funcionalidad faltante,3,222.81
2025-03,Ecuador,Premium,Otro / sin motivo registrado,2,162.95
2025-03,Ecuador,Corporativo,Cerró o quebró el negocio,2,281.22
2025-03,Ecuador,Corporativo,Precio / ajuste anual,2,225.68
2025-03,Ecuador,Corporativo,Se fue a la competencia,1,173.69
2025-03,Ecuador,Corporativo,Mala experiencia de soporte,2,211.6
2025-03,Ecuador,Corporativo,No logró implementar,1,128.79
2025-03,Ecuador,Siigo POS,Cerró o quebró el negocio,10,267.64
2025-03,Ecuador,Siigo POS,Precio / ajuste anual,8,214.79
2025-03,Ecuador,Siigo POS,Se fue a la competencia,6,165.31
2025-03,Ecuador,Siigo POS,Mala experiencia de soporte,9,201.38
2025-03,Ecuador,Siigo POS,No logró implementar,5,122.57
2025-03,Ecuador,Siigo POS,Cambió de contador,3,87.71
2025-03,Ecuador,Siigo POS,Funcionalidad faltante,2,75.34
2025-03,Ecuador,Siigo POS,Otro / sin motivo registrado,2,55.1
2025-03,Ecuador,POS Gastrobar,Cerró o quebró el negocio,6,211.68
2025-03,Ecuador,POS Gastrobar,Precio / ajuste anual,5,169.88
2025-03,Ecuador,POS Gastrobar,Se fue a la competencia,3,130.74
2025-03,Ecuador,POS Gastrobar,Mala experiencia de soporte,3,159.27
2025-03,Ecuador,POS Gastrobar,No logró implementar,3,96.94
2025-03,Ecuador,POS Gastrobar,Cambió de contador,2,69.37
2025-03,Ecuador,POS Gastrobar,Funcionalidad faltante,1,59.59
2025-03,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,43.58
2025-04,Ecuador,Siigo Contador,Cerró o quebró el negocio,13,0.0
2025-04,Ecuador,Siigo Contador,Precio / ajuste anual,10,0.0
2025-04,Ecuador,Siigo Contador,Se fue a la competencia,9,0.0
2025-04,Ecuador,Siigo Contador,Mala experiencia de soporte,9,0.0
2025-04,Ecuador,Siigo Contador,No logró implementar,6,0.0
2025-04,Ecuador,Siigo Contador,Cambió de contador,4,0.0
2025-04,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-04,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-04,Ecuador,Profesional Independiente,Cerró o quebró el negocio,48,1765.5
2025-04,Ecuador,Profesional Independiente,Precio / ajuste anual,32,1416.85
2025-04,Ecuador,Profesional Independiente,Se fue a la competencia,30,1090.46
2025-04,Ecuador,Profesional Independiente,Mala experiencia de soporte,35,1328.43
2025-04,Ecuador,Profesional Independiente,No logró implementar,17,808.57
2025-04,Ecuador,Profesional Independiente,Cambió de contador,15,578.61
2025-04,Ecuador,Profesional Independiente,Funcionalidad faltante,14,497.01
2025-04,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,363.49
2025-04,Ecuador,Emprendedor,Cerró o quebró el negocio,31,1710.23
2025-04,Ecuador,Emprendedor,Precio / ajuste anual,25,1372.49
2025-04,Ecuador,Emprendedor,Se fue a la competencia,19,1056.32
2025-04,Ecuador,Emprendedor,Mala experiencia de soporte,28,1286.84
2025-04,Ecuador,Emprendedor,No logró implementar,15,783.26
2025-04,Ecuador,Emprendedor,Cambió de contador,10,560.49
2025-04,Ecuador,Emprendedor,Funcionalidad faltante,10,481.45
2025-04,Ecuador,Emprendedor,Otro / sin motivo registrado,7,352.11
2025-04,Ecuador,Premium,Cerró o quebró el negocio,17,831.55
2025-04,Ecuador,Premium,Precio / ajuste anual,11,667.33
2025-04,Ecuador,Premium,Se fue a la competencia,9,513.6
2025-04,Ecuador,Premium,Mala experiencia de soporte,12,625.69
2025-04,Ecuador,Premium,No logró implementar,7,380.84
2025-04,Ecuador,Premium,Cambió de contador,4,272.52
2025-04,Ecuador,Premium,Funcionalidad faltante,3,234.09
2025-04,Ecuador,Premium,Otro / sin motivo registrado,2,171.2
2025-04,Ecuador,Corporativo,Cerró o quebró el negocio,3,295.52
2025-04,Ecuador,Corporativo,Precio / ajuste anual,2,237.16
2025-04,Ecuador,Corporativo,Se fue a la competencia,1,182.53
2025-04,Ecuador,Corporativo,Mala experiencia de soporte,2,222.36
2025-04,Ecuador,Corporativo,No logró implementar,1,135.34
2025-04,Ecuador,Corporativo,Cambió de contador,1,96.85
2025-04,Ecuador,Siigo POS,Cerró o quebró el negocio,9,274.25
2025-04,Ecuador,Siigo POS,Precio / ajuste anual,9,220.09
2025-04,Ecuador,Siigo POS,Se fue a la competencia,6,169.39
2025-04,Ecuador,Siigo POS,Mala experiencia de soporte,9,206.36
2025-04,Ecuador,Siigo POS,No logró implementar,4,125.6
2025-04,Ecuador,Siigo POS,Cambió de contador,3,89.88
2025-04,Ecuador,Siigo POS,Funcionalidad faltante,3,77.2
2025-04,Ecuador,Siigo POS,Otro / sin motivo registrado,2,56.46
2025-04,Ecuador,POS Gastrobar,Cerró o quebró el negocio,4,199.52
2025-04,Ecuador,POS Gastrobar,Precio / ajuste anual,5,160.12
2025-04,Ecuador,POS Gastrobar,Se fue a la competencia,3,123.23
2025-04,Ecuador,POS Gastrobar,Mala experiencia de soporte,4,150.12
2025-04,Ecuador,POS Gastrobar,No logró implementar,3,91.38
2025-04,Ecuador,POS Gastrobar,Cambió de contador,2,65.39
2025-04,Ecuador,POS Gastrobar,Funcionalidad faltante,1,56.17
2025-04,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,41.08
2025-05,Ecuador,Siigo Contador,Cerró o quebró el negocio,13,0.0
2025-05,Ecuador,Siigo Contador,Precio / ajuste anual,12,0.0
2025-05,Ecuador,Siigo Contador,Se fue a la competencia,9,0.0
2025-05,Ecuador,Siigo Contador,Mala experiencia de soporte,10,0.0
2025-05,Ecuador,Siigo Contador,No logró implementar,6,0.0
2025-05,Ecuador,Siigo Contador,Cambió de contador,5,0.0
2025-05,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-05,Ecuador,Siigo Contador,Otro / sin motivo registrado,2,0.0
2025-05,Ecuador,Profesional Independiente,Cerró o quebró el negocio,40,1767.38
2025-05,Ecuador,Profesional Independiente,Precio / ajuste anual,33,1418.36
2025-05,Ecuador,Profesional Independiente,Se fue a la competencia,24,1091.61
2025-05,Ecuador,Profesional Independiente,Mala experiencia de soporte,30,1329.84
2025-05,Ecuador,Profesional Independiente,No logró implementar,20,809.43
2025-05,Ecuador,Profesional Independiente,Cambió de contador,13,579.22
2025-05,Ecuador,Profesional Independiente,Funcionalidad faltante,13,497.54
2025-05,Ecuador,Profesional Independiente,Otro / sin motivo registrado,7,363.87
2025-05,Ecuador,Emprendedor,Cerró o quebró el negocio,29,1718.38
2025-05,Ecuador,Emprendedor,Precio / ajuste anual,27,1379.04
2025-05,Ecuador,Emprendedor,Se fue a la competencia,22,1061.35
2025-05,Ecuador,Emprendedor,Mala experiencia de soporte,21,1292.97
2025-05,Ecuador,Emprendedor,No logró implementar,15,786.99
2025-05,Ecuador,Emprendedor,Cambió de contador,11,563.17
2025-05,Ecuador,Emprendedor,Funcionalidad faltante,9,483.75
2025-05,Ecuador,Emprendedor,Otro / sin motivo registrado,8,353.78
2025-05,Ecuador,Premium,Cerró o quebró el negocio,13,811.33
2025-05,Ecuador,Premium,Precio / ajuste anual,9,651.11
2025-05,Ecuador,Premium,Se fue a la competencia,9,501.11
2025-05,Ecuador,Premium,Mala experiencia de soporte,11,610.47
2025-05,Ecuador,Premium,No logró implementar,5,371.57
2025-05,Ecuador,Premium,Cambió de contador,5,265.9
2025-05,Ecuador,Premium,Funcionalidad faltante,4,228.4
2025-05,Ecuador,Premium,Otro / sin motivo registrado,2,167.04
2025-05,Ecuador,Corporativo,Cerró o quebró el negocio,2,262.19
2025-05,Ecuador,Corporativo,Precio / ajuste anual,1,210.41
2025-05,Ecuador,Corporativo,Se fue a la competencia,1,161.94
2025-05,Ecuador,Corporativo,Mala experiencia de soporte,1,197.28
2025-05,Ecuador,Corporativo,No logró implementar,1,120.08
2025-05,Ecuador,Siigo POS,Cerró o quebró el negocio,11,279.53
2025-05,Ecuador,Siigo POS,Precio / ajuste anual,8,224.33
2025-05,Ecuador,Siigo POS,Se fue a la competencia,6,172.65
2025-05,Ecuador,Siigo POS,Mala experiencia de soporte,10,210.33
2025-05,Ecuador,Siigo POS,No logró implementar,5,128.02
2025-05,Ecuador,Siigo POS,Cambió de contador,3,91.61
2025-05,Ecuador,Siigo POS,Funcionalidad faltante,3,78.69
2025-05,Ecuador,Siigo POS,Otro / sin motivo registrado,1,57.55
2025-05,Ecuador,POS Gastrobar,Cerró o quebró el negocio,6,229.52
2025-05,Ecuador,POS Gastrobar,Precio / ajuste anual,5,184.19
2025-05,Ecuador,POS Gastrobar,Se fue a la competencia,4,141.76
2025-05,Ecuador,POS Gastrobar,Mala experiencia de soporte,4,172.7
2025-05,Ecuador,POS Gastrobar,No logró implementar,3,105.11
2025-05,Ecuador,POS Gastrobar,Cambió de contador,2,75.22
2025-05,Ecuador,POS Gastrobar,Funcionalidad faltante,2,64.61
2025-05,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,47.25
2025-06,Ecuador,Siigo Contador,Cerró o quebró el negocio,17,0.0
2025-06,Ecuador,Siigo Contador,Precio / ajuste anual,13,0.0
2025-06,Ecuador,Siigo Contador,Se fue a la competencia,9,0.0
2025-06,Ecuador,Siigo Contador,Mala experiencia de soporte,7,0.0
2025-06,Ecuador,Siigo Contador,No logró implementar,8,0.0
2025-06,Ecuador,Siigo Contador,Cambió de contador,5,0.0
2025-06,Ecuador,Siigo Contador,Funcionalidad faltante,3,0.0
2025-06,Ecuador,Siigo Contador,Otro / sin motivo registrado,2,0.0
2025-06,Ecuador,Profesional Independiente,Cerró o quebró el negocio,40,1788.48
2025-06,Ecuador,Profesional Independiente,Precio / ajuste anual,39,1435.3
2025-06,Ecuador,Profesional Independiente,Se fue a la competencia,29,1104.65
2025-06,Ecuador,Profesional Independiente,Mala experiencia de soporte,21,909.27
2025-06,Ecuador,Profesional Independiente,No logró implementar,21,819.1
2025-06,Ecuador,Profesional Independiente,Cambió de contador,13,586.14
2025-06,Ecuador,Profesional Independiente,Funcionalidad faltante,13,503.48
2025-06,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,368.22
2025-06,Ecuador,Emprendedor,Cerró o quebró el negocio,40,1854.87
2025-06,Ecuador,Emprendedor,Precio / ajuste anual,29,1488.57
2025-06,Ecuador,Emprendedor,Se fue a la competencia,19,1145.66
2025-06,Ecuador,Emprendedor,Mala experiencia de soporte,18,943.02
2025-06,Ecuador,Emprendedor,No logró implementar,16,849.5
2025-06,Ecuador,Emprendedor,Cambió de contador,11,607.9
2025-06,Ecuador,Emprendedor,Funcionalidad faltante,10,522.17
2025-06,Ecuador,Emprendedor,Otro / sin motivo registrado,7,381.89
2025-06,Ecuador,Premium,Cerró o quebró el negocio,15,861.61
2025-06,Ecuador,Premium,Precio / ajuste anual,10,691.46
2025-06,Ecuador,Premium,Se fue a la competencia,9,532.17
2025-06,Ecuador,Premium,Mala experiencia de soporte,8,438.05
2025-06,Ecuador,Premium,No logró implementar,6,394.6
2025-06,Ecuador,Premium,Cambió de contador,4,282.38
2025-06,Ecuador,Premium,Funcionalidad faltante,5,242.55
2025-06,Ecuador,Premium,Otro / sin motivo registrado,3,177.39
2025-06,Ecuador,Corporativo,Cerró o quebró el negocio,2,273.35
2025-06,Ecuador,Corporativo,Precio / ajuste anual,2,219.37
2025-06,Ecuador,Corporativo,Se fue a la competencia,1,168.83
2025-06,Ecuador,Corporativo,Mala experiencia de soporte,1,138.97
2025-06,Ecuador,Corporativo,No logró implementar,1,125.19
2025-06,Ecuador,Siigo POS,Cerró o quebró el negocio,12,272.52
2025-06,Ecuador,Siigo POS,Precio / ajuste anual,8,218.71
2025-06,Ecuador,Siigo POS,Se fue a la competencia,5,168.32
2025-06,Ecuador,Siigo POS,Mala experiencia de soporte,6,138.55
2025-06,Ecuador,Siigo POS,No logró implementar,3,124.81
2025-06,Ecuador,Siigo POS,Cambió de contador,3,89.31
2025-06,Ecuador,Siigo POS,Funcionalidad faltante,2,76.72
2025-06,Ecuador,Siigo POS,Otro / sin motivo registrado,2,56.11
2025-06,Ecuador,POS Gastrobar,Cerró o quebró el negocio,6,226.56
2025-06,Ecuador,POS Gastrobar,Precio / ajuste anual,5,181.82
2025-06,Ecuador,POS Gastrobar,Se fue a la competencia,5,139.93
2025-06,Ecuador,POS Gastrobar,Mala experiencia de soporte,3,115.18
2025-06,Ecuador,POS Gastrobar,No logró implementar,3,103.76
2025-06,Ecuador,POS Gastrobar,Cambió de contador,2,74.25
2025-06,Ecuador,POS Gastrobar,Funcionalidad faltante,1,63.78
2025-06,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,46.64
2025-07,Ecuador,Siigo Contador,Cerró o quebró el negocio,17,0.0
2025-07,Ecuador,Siigo Contador,Precio / ajuste anual,15,0.0
2025-07,Ecuador,Siigo Contador,Se fue a la competencia,10,0.0
2025-07,Ecuador,Siigo Contador,Mala experiencia de soporte,8,0.0
2025-07,Ecuador,Siigo Contador,No logró implementar,7,0.0
2025-07,Ecuador,Siigo Contador,Cambió de contador,4,0.0
2025-07,Ecuador,Siigo Contador,Funcionalidad faltante,6,0.0
2025-07,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-07,Ecuador,Profesional Independiente,Cerró o quebró el negocio,59,1859.78
2025-07,Ecuador,Profesional Independiente,Precio / ajuste anual,35,1492.51
2025-07,Ecuador,Profesional Independiente,Se fue a la competencia,23,1148.69
2025-07,Ecuador,Profesional Independiente,Mala experiencia de soporte,22,945.52
2025-07,Ecuador,Profesional Independiente,No logró implementar,21,851.75
2025-07,Ecuador,Profesional Independiente,Cambió de contador,14,609.51
2025-07,Ecuador,Profesional Independiente,Funcionalidad faltante,11,523.55
2025-07,Ecuador,Profesional Independiente,Otro / sin motivo registrado,11,382.9
2025-07,Ecuador,Emprendedor,Cerró o quebró el negocio,33,1886.2
2025-07,Ecuador,Emprendedor,Precio / ajuste anual,30,1513.72
2025-07,Ecuador,Emprendedor,Se fue a la competencia,25,1165.01
2025-07,Ecuador,Emprendedor,Mala experiencia de soporte,22,958.95
2025-07,Ecuador,Emprendedor,No logró implementar,15,863.85
2025-07,Ecuador,Emprendedor,Cambió de contador,13,618.17
2025-07,Ecuador,Emprendedor,Funcionalidad faltante,9,530.99
2025-07,Ecuador,Emprendedor,Otro / sin motivo registrado,7,388.34
2025-07,Ecuador,Premium,Cerró o quebró el negocio,13,913.79
2025-07,Ecuador,Premium,Precio / ajuste anual,14,733.34
2025-07,Ecuador,Premium,Se fue a la competencia,10,564.4
2025-07,Ecuador,Premium,Mala experiencia de soporte,8,464.57
2025-07,Ecuador,Premium,No logró implementar,7,418.5
2025-07,Ecuador,Premium,Cambió de contador,4,299.48
2025-07,Ecuador,Premium,Funcionalidad faltante,4,257.24
2025-07,Ecuador,Premium,Otro / sin motivo registrado,3,188.13
2025-07,Ecuador,Corporativo,Cerró o quebró el negocio,3,308.29
2025-07,Ecuador,Corporativo,Precio / ajuste anual,2,247.41
2025-07,Ecuador,Corporativo,Se fue a la competencia,1,190.42
2025-07,Ecuador,Corporativo,Mala experiencia de soporte,1,156.74
2025-07,Ecuador,Corporativo,No logró implementar,1,141.19
2025-07,Ecuador,Corporativo,Cambió de contador,1,101.04
2025-07,Ecuador,Siigo POS,Cerró o quebró el negocio,13,286.46
2025-07,Ecuador,Siigo POS,Precio / ajuste anual,9,229.89
2025-07,Ecuador,Siigo POS,Se fue a la competencia,6,176.93
2025-07,Ecuador,Siigo POS,Mala experiencia de soporte,5,145.64
2025-07,Ecuador,Siigo POS,No logró implementar,5,131.2
2025-07,Ecuador,Siigo POS,Cambió de contador,4,93.88
2025-07,Ecuador,Siigo POS,Funcionalidad faltante,3,80.64
2025-07,Ecuador,Siigo POS,Otro / sin motivo registrado,2,58.98
2025-07,Ecuador,POS Gastrobar,Cerró o quebró el negocio,8,229.04
2025-07,Ecuador,POS Gastrobar,Precio / ajuste anual,5,183.81
2025-07,Ecuador,POS Gastrobar,Se fue a la competencia,4,141.47
2025-07,Ecuador,POS Gastrobar,Mala experiencia de soporte,4,116.45
2025-07,Ecuador,POS Gastrobar,No logró implementar,3,104.9
2025-07,Ecuador,POS Gastrobar,Cambió de contador,2,75.06
2025-07,Ecuador,POS Gastrobar,Funcionalidad faltante,2,64.48
2025-07,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,47.16
2025-08,Ecuador,Siigo Contador,Cerró o quebró el negocio,15,0.0
2025-08,Ecuador,Siigo Contador,Precio / ajuste anual,10,0.0
2025-08,Ecuador,Siigo Contador,Se fue a la competencia,10,0.0
2025-08,Ecuador,Siigo Contador,Mala experiencia de soporte,12,0.0
2025-08,Ecuador,Siigo Contador,No logró implementar,7,0.0
2025-08,Ecuador,Siigo Contador,Cambió de contador,5,0.0
2025-08,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-08,Ecuador,Siigo Contador,Otro / sin motivo registrado,2,0.0
2025-08,Ecuador,Profesional Independiente,Cerró o quebró el negocio,42,1600.12
2025-08,Ecuador,Profesional Independiente,Precio / ajuste anual,36,1284.13
2025-08,Ecuador,Profesional Independiente,Se fue a la competencia,27,988.31
2025-08,Ecuador,Profesional Independiente,Mala experiencia de soporte,27,1203.99
2025-08,Ecuador,Profesional Independiente,No logró implementar,18,732.83
2025-08,Ecuador,Profesional Independiente,Cambió de contador,11,524.41
2025-08,Ecuador,Profesional Independiente,Funcionalidad faltante,12,450.45
2025-08,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,329.44
2025-08,Ecuador,Emprendedor,Cerró o quebró el negocio,30,1672.21
2025-08,Ecuador,Emprendedor,Precio / ajuste anual,27,1341.98
2025-08,Ecuador,Emprendedor,Se fue a la competencia,16,1032.83
2025-08,Ecuador,Emprendedor,Mala experiencia de soporte,24,1258.23
2025-08,Ecuador,Emprendedor,No logró implementar,15,765.84
2025-08,Ecuador,Emprendedor,Cambió de contador,11,548.03
2025-08,Ecuador,Emprendedor,Funcionalidad faltante,8,470.75
2025-08,Ecuador,Emprendedor,Otro / sin motivo registrado,6,344.28
2025-08,Ecuador,Premium,Cerró o quebró el negocio,14,893.54
2025-08,Ecuador,Premium,Precio / ajuste anual,12,717.09
2025-08,Ecuador,Premium,Se fue a la competencia,9,551.9
2025-08,Ecuador,Premium,Mala experiencia de soporte,10,672.34
2025-08,Ecuador,Premium,No logró implementar,7,409.23
2025-08,Ecuador,Premium,Cambió de contador,4,292.84
