mes,pais,plan,clientes,arpa_usd,mrr_usd
2026-05,Chile,Emprendedor,2147,58.18,124905.82
2026-05,Chile,Premium,1241,64.14,79579.01
2026-05,Chile,Corporativo,481,120.92,58155.46
2026-05,Chile,Siigo POS,565,26.26,14833.61
2026-05,Chile,POS Gastrobar,218,35.04,7650.69
2026-06,Chile,Siigo Contador,975,0.0,0.0
2026-06,Chile,Profesional Independiente,2251,43.16,97180.67
2026-06,Chile,Emprendedor,2203,58.16,128133.71
2026-06,Chile,Premium,1269,64.24,81518.71
2026-06,Chile,Corporativo,494,121.35,59884.86
2026-06,Chile,Siigo POS,578,26.26,15177.55
2026-06,Chile,POS Gastrobar,223,35.08,7837.64
2026-07,Chile,Siigo Contador,995,0.0,0.0
2026-07,Chile,Profesional Independiente,2311,43.1,99590.72
2026-07,Chile,Emprendedor,2268,58.16,131923.28
2026-07,Chile,Premium,1308,64.31,84105.75
2026-07,Chile,Corporativo,507,121.72,61743.71
2026-07,Chile,Siigo POS,593,26.31,15600.41
2026-07,Chile,POS Gastrobar,229,35.14,8050.46
2026-08,Chile,Siigo Contador,1030,0.0,0.0
2026-08,Chile,Profesional Independiente,2390,43.14,103116.75
2026-08,Chile,Emprendedor,2341,58.16,136187.79
2026-08,Chile,Premium,1347,64.4,86730.45
2026-08,Chile,Corporativo,521,121.87,63533.0
2026-08,Chile,Siigo POS,608,26.32,16001.29
2026-08,Chile,POS Gastrobar,235,35.07,8248.18
