mes,pais,plan,mrr_inicial_usd,nuevo_usd,expansion_usd,reactivacion_usd,contraccion_usd,churn_usd,mrr_final_usd,clientes_inicial,clientes_nuevos,clientes_baja,clientes_final
2026-01,Ecuador,Siigo POS,65338.91,2275.65,4227.57,135.56,-141.64,-1649.36,70186.68,2672,108,67,2712
2026-01,Ecuador,POS Gastrobar,41685.99,1923.54,2696.03,111.98,-61.64,-1361.64,44994.26,1288,69,42,1314
2026-02,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5330,131,70,5391
2026-02,Ecuador,Profesional Independiente,365867.67,10549.54,2458.98,631.91,-980.87,-8136.59,370390.63,8687,307,193,8801
2026-02,Ecuador,Emprendedor,538251.86,12044.05,6408.57,605.62,-818.73,-7749.15,548742.21,9648,260,139,9769
2026-02,Ecuador,Premium,374113.64,6692.63,3112.64,328.86,-1023.75,-4227.94,378996.07,6058,131,68,6120
2026-02,Ecuador,Corporativo,244039.76,3625.37,2041.35,118.58,-468.15,-1523.15,247833.75,2079,37,13,2103
2026-02,Ecuador,Siigo POS,70186.68,1703.03,504.54,104.2,-138.07,-1340.18,71020.2,2712,81,52,2741
2026-02,Ecuador,POS Gastrobar,44994.26,1609.25,443.17,88.72,-53.4,-1137.13,45944.87,1314,57,33,1338
2026-03,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5391,119,61,5449
2026-03,Ecuador,Profesional Independiente,370390.63,10133.24,3337.07,595.28,-976.23,-7647.2,375832.79,8801,294,182,8913
2026-03,Ecuador,Emprendedor,548742.21,13228.07,4766.54,652.9,-851.26,-8381.03,558157.43,9769,285,149,9904
2026-03,Ecuador,Premium,378996.07,6400.0,2918.09,321.19,-594.66,-4127.06,383913.63,6120,125,67,6179
2026-03,Ecuador,Corporativo,247833.75,3587.52,2265.39,109.52,-379.69,-1405.19,252011.29,2103,36,12,2127
2026-03,Ecuador,Siigo POS,71020.2,1942.26,462.09,115.35,-113.03,-1483.95,71942.92,2741,92,57,2776
2026-03,Ecuador,POS Gastrobar,45944.87,1368.08,375.71,97.16,-163.95,-1250.41,46371.47,1338,49,36,1351
2026-04,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5449,129,75,5503
2026-04,Ecuador,Profesional Independiente,375832.79,11471.83,3728.2,703.87,-737.48,-9027.95,381971.25,8913,332,214,9030
2026-04,Ecuador,Emprendedor,558157.43,12727.22,4164.94,699.04,-1470.16,-8993.88,565284.59,9904,275,160,10020
2026-04,Ecuador,Premium,383913.63,6219.95,3879.26,337.13,-221.05,-4317.39,389811.53,6179,121,69,6230
2026-04,Ecuador,Corporativo,252011.29,3350.43,1485.52,104.7,-458.37,-1348.06,255145.51,2127,34,11,2150
2026-04,Ecuador,Siigo POS,71942.92,1700.29,596.83,115.25,-107.34,-1479.87,72768.08,2776,81,57,2799
2026-04,Ecuador,POS Gastrobar,46371.47,1262.38,432.6,81.51,-76.84,-1045.71,47025.4,1351,45,30,1365
2026-05,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5503,124,71,5555
2026-05,Ecuador,Profesional Independiente,381971.25,7869.33,3454.0,396.66,-770.18,-8324.0,384597.06,9030,225,197,9059
2026-05,Ecuador,Emprendedor,565284.59,12198.1,5694.63,456.69,-1438.25,-9578.87,572616.89,10020,258,170,10108
2026-05,Ecuador,Premium,389811.53,6813.44,4543.04,215.82,-759.76,-4517.03,396107.04,6230,129,72,6287
2026-05,Ecuador,Corporativo,255145.51,3334.65,2440.87,71.67,-378.71,-1502.38,259111.59,2150,33,13,2170
2026-05,Ecuador,Siigo POS,72768.08,1945.99,623.38,73.72,-207.28,-1549.05,73654.83,2799,90,60,2829
2026-05,Ecuador,POS Gastrobar,47025.4,1258.18,533.03,53.63,-117.73,-1123.34,47629.18,1365,44,33,1376
2026-06,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5555,131,72,5614
2026-06,Ecuador,Profesional Independiente,384597.06,9078.39,3137.09,444.29,-427.45,-9323.46,387505.93,9059,258,220,9097
2026-06,Ecuador,Emprendedor,572616.89,10427.26,4462.16,428.78,-596.26,-9000.54,578338.29,10108,221,159,10170
2026-06,Ecuador,Premium,396107.04,6354.73,1797.59,212.44,-389.56,-4473.63,399608.61,6287,121,71,6337
2026-06,Ecuador,Corporativo,259111.59,3305.25,2609.34,77.79,-460.33,-1630.48,263013.17,2170,33,14,2189
2026-06,Ecuador,Siigo POS,73654.83,1940.95,696.47,79.92,-77.17,-1674.85,74620.16,2829,89,64,2854
2026-06,Ecuador,POS Gastrobar,47629.18,1162.24,288.62,56.36,-72.73,-1185.72,47877.96,1376,41,34,1383
2026-07,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5614,117,74,5658
2026-07,Ecuador,Profesional Independiente,387505.93,9865.53,3805.38,426.36,-577.98,-8935.64,392089.57,9097,278,210,9166
2026-07,Ecuador,Emprendedor,578338.29,11130.92,4926.25,427.84,-1194.61,-8983.37,584645.33,10170,234,158,10246
2026-07,Ecuador,Premium,399608.61,5948.02,2995.37,206.8,-885.83,-4347.36,403525.62,6337,113,69,6381
2026-07,Ecuador,Corporativo,263013.17,3044.21,2382.82,66.92,-411.18,-1403.62,266692.32,2189,30,12,2207
2026-07,Ecuador,Siigo POS,74620.16,1936.23,501.11,72.55,-193.69,-1526.89,75409.47,2854,89,58,2885
2026-07,Ecuador,POS Gastrobar,47877.96,1189.53,500.38,53.93,-82.06,-1129.86,48409.87,1383,41,33,1392
2026-08,Ecuador,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,5658,140,76,5721
2026-08,Ecuador,Profesional Independiente,392089.57,11477.4,2207.02,466.33,-1319.64,-9832.49,395088.2,9166,323,230,9259
2026-08,Ecuador,Emprendedor,584645.33,11123.99,4003.02,403.43,-1430.17,-8488.32,590257.28,10246,233,149,10331
2026-08,Ecuador,Premium,403525.62,7456.39,2966.36,205.59,-1004.56,-4323.72,408825.69,6381,140,68,6452
2026-08,Ecuador,Corporativo,266692.32,3463.6,1949.15,73.18,-237.69,-1536.7,270403.87,2207,34,13,2228
2026-08,Ecuador,Siigo POS,75409.47,1868.45,487.4,69.47,-139.23,-1461.31,76234.25,2885,86,56,2914
2026-08,Ecuador,POS Gastrobar,48409.87,1338.95,415.96,60.29,-95.33,-1265.69,48864.05,1392,46,36,1401
2024-09,Perú,Siigo Contador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481,0,0,2481
2024-09,Perú,Profesional Independiente,155417.69,0.0,0.0,0.0,0.0,0.0,155417.69,5075,0,0,5075
2024-09,Perú,Emprendedor,196838.32,0.0,0.0,0.0,0.0,0.0,196838.32,4904,0,0,4904
2024-09,Perú,Premium,125506.71,0.0,0.0,0.0,0.0,0.0,125506.71,2878,0,0,2878
2024-09,Perú,Corporativo,75714.54,0.0,0.0,0.0,0.0,0.0,75714.54,928,0,0,928
2024-09,Perú,Siigo POS,34645.73,0.0,0.0,0.0,0.0,0.0,34645.73,1856,0,0,1856
2024-09,Perú,POS Gastrobar,20325.87,0.0,0.0,0.0,0.0,0.0,20325.87,814,0,0,814
2024-10,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2481,63,32,2511
2024-10,Perú,Profesional Independiente,155417.69,4045.62,1153.74,156.04,-458.15,-3282.76,157032.17,5075,158,107,5126
2024-10,Perú,Emprendedor,196838.32,4835.09,1509.7,149.4,-363.68,-3138.91,199829.92,4904,143,78,4969
2024-10,Perú,Premium,125506.71,2255.95,1116.61,64.88,-190.38,-1361.04,127392.72,2878,61,31,2908
2024-10,Perú,Corporativo,75714.54,1120.49,550.62,21.97,-53.19,-461.23,76893.21,928,16,6,938
2024-10,Perú,Siigo POS,34645.73,1019.36,304.77,32.66,-91.59,-686.05,35224.88,1856,65,37,1884
2024-10,Perú,POS Gastrobar,20325.87,586.1,210.9,24.06,-19.04,-503.67,20624.22,814,28,20,822
2024-11,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2511,65,32,2544
2024-11,Perú,Profesional Independiente,157032.17,4049.01,1432.38,161.47,-376.25,-3389.42,158909.35,5126,158,111,5174
2024-11,Perú,Emprendedor,199829.92,4085.98,1624.68,139.32,-372.36,-2925.78,202381.76,4969,121,73,5018
2024-11,Perú,Premium,127392.72,2312.91,1070.75,71.26,-189.19,-1495.55,129162.9,2908,63,34,2937
2024-11,Perú,Corporativo,76893.21,1164.21,783.9,20.64,-85.84,-432.25,78343.87,938,17,5,950
2024-11,Perú,Siigo POS,35224.88,966.17,387.68,37.11,-81.02,-777.53,35757.29,1884,62,42,1904
2024-11,Perú,POS Gastrobar,20624.22,611.71,187.13,22.22,-16.84,-465.8,20962.65,822,29,19,833
2024-12,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2544,61,39,2565
2024-12,Perú,Profesional Independiente,158909.35,4055.42,1233.21,199.92,-365.18,-4201.93,159830.79,5174,160,137,5197
2024-12,Perú,Emprendedor,202381.76,4608.46,1397.3,192.16,-655.64,-4046.01,203878.02,5018,138,100,5055
2024-12,Perú,Premium,129162.9,2316.4,1002.79,83.33,-271.64,-1751.09,130542.67,2937,63,40,2960
2024-12,Perú,Corporativo,78343.87,1057.56,958.53,22.66,-161.69,-474.04,79746.88,950,15,6,959
2024-12,Perú,Siigo POS,35757.29,905.75,304.38,41.29,-50.91,-866.34,36091.45,1904,58,46,1916
2024-12,Perú,POS Gastrobar,20962.65,570.45,204.93,27.9,-25.39,-584.69,21155.85,833,27,23,837
2025-01,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2565,84,42,2608
2025-01,Perú,Profesional Independiente,159830.79,7084.52,10104.2,361.72,-298.6,-4406.15,172676.48,5197,265,143,5318
2025-01,Perú,Emprendedor,203878.02,6820.35,13191.13,342.67,-414.47,-4168.82,219648.88,5055,194,103,5146
2025-01,Perú,Premium,130542.67,3415.82,8285.83,146.34,-225.0,-1781.91,140383.75,2960,88,40,3008
2025-01,Perú,Corporativo,79746.88,1497.17,5242.67,50.08,-199.97,-608.93,85727.89,959,20,7,972
2025-01,Perú,Siigo POS,36091.45,1422.63,2338.4,74.51,-82.97,-906.58,38937.44,1916,87,48,1955
2025-01,Perú,POS Gastrobar,21155.85,891.43,1340.43,54.11,-64.0,-659.77,22718.05,837,41,26,852
2025-02,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2608,68,31,2645
2025-02,Perú,Profesional Independiente,172676.48,5756.17,1887.88,351.59,-251.04,-4502.79,175918.29,5318,216,139,5395
2025-02,Perú,Emprendedor,219648.88,6250.23,2556.82,261.58,-331.49,-3347.83,225038.18,5146,175,78,5242
2025-02,Perú,Premium,140383.75,3480.19,1188.3,117.12,-4.56,-1501.56,143663.24,3008,89,32,3064
2025-02,Perú,Corporativo,85727.89,1324.85,909.85,39.38,-131.93,-504.54,87365.5,972,18,6,984
2025-02,Perú,Siigo POS,38937.44,1229.01,373.46,65.45,-80.4,-839.88,39685.08,1955,75,42,1987
2025-02,Perú,POS Gastrobar,22718.05,829.71,143.13,41.95,-68.21,-540.5,23124.12,852,38,20,869
2025-03,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2645,66,32,2678
2025-03,Perú,Profesional Independiente,175918.29,5021.34,1694.7,299.79,-382.24,-3847.06,178704.82,5395,188,118,5465
2025-03,Perú,Emprendedor,225038.18,5341.11,1968.7,275.22,-459.51,-3534.41,228629.28,5242,151,82,5311
2025-03,Perú,Premium,143663.24,3111.82,1395.62,127.36,-474.35,-1636.09,146187.59,3064,80,35,3109
2025-03,Perú,Corporativo,87365.5,1451.04,717.21,36.96,-144.33,-474.72,88951.66,984,19,5,998
2025-03,Perú,Siigo POS,39685.08,1084.19,324.5,56.02,-43.29,-719.1,40387.38,1987,66,36,2017
2025-03,Perú,POS Gastrobar,23124.12,821.32,204.82,47.16,-57.27,-605.84,23534.31,869,38,23,884
2025-04,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2678,74,36,2716
2025-04,Perú,Profesional Independiente,178704.82,5197.62,1615.47,315.01,-127.47,-4038.93,181666.52,5465,194,124,5535
2025-04,Perú,Emprendedor,228629.28,5345.96,2451.2,277.2,-293.2,-3550.19,232860.24,5311,150,82,5378
2025-04,Perú,Premium,146187.59,2809.29,1345.63,129.97,-210.66,-1667.3,148594.53,3109,72,35,3146
2025-04,Perú,Corporativo,88951.66,1283.2,513.8,39.72,-99.32,-511.09,90177.96,998,17,6,1009
2025-04,Perú,Siigo POS,40387.38,1034.01,365.23,61.59,-154.68,-792.16,40901.38,2017,63,40,2041
2025-04,Perú,POS Gastrobar,23534.31,714.59,230.77,43.43,-55.29,-557.36,23910.46,884,33,21,896
2025-05,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2716,64,33,2747
2025-05,Perú,Profesional Independiente,181666.52,4634.63,1234.11,187.3,-452.9,-3941.18,183328.48,5535,170,120,5585
2025-05,Perú,Emprendedor,232860.24,4966.69,2153.86,159.82,-683.72,-3356.3,236100.59,5378,137,78,5437
2025-05,Perú,Premium,148594.53,2930.87,1518.28,82.0,-462.86,-1720.64,150942.18,3146,74,36,3183
2025-05,Perú,Corporativo,90177.96,1256.69,757.28,24.91,-156.68,-523.03,91537.13,1009,17,6,1020
2025-05,Perú,Siigo POS,40901.38,1154.44,443.91,44.13,-69.89,-924.03,41549.93,2041,69,46,2063
2025-05,Perú,POS Gastrobar,23910.46,735.96,183.58,27.06,-50.82,-568.74,24237.49,896,33,21,907
2025-06,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2747,67,39,2775
2025-06,Perú,Profesional Independiente,183328.48,5207.52,1691.56,210.4,-265.92,-4412.04,185760.0,5585,190,134,5641
2025-06,Perú,Emprendedor,236100.59,5153.92,1371.2,162.42,-266.27,-3416.45,239105.42,5437,141,79,5500
2025-06,Perú,Premium,150942.18,2945.72,1319.49,80.84,-374.4,-1697.73,153216.1,3183,74,36,3221
2025-06,Perú,Corporativo,91537.13,1132.66,1163.47,24.47,-167.78,-511.65,93178.31,1020,15,6,1029
2025-06,Perú,Siigo POS,41549.93,1080.44,308.17,41.25,-130.0,-868.01,41981.78,2063,64,43,2084
2025-06,Perú,POS Gastrobar,24237.49,744.02,206.36,29.48,-53.26,-619.11,24544.99,907,33,23,918
2025-07,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2775,61,33,2804
2025-07,Perú,Profesional Independiente,185760.0,5300.57,1256.04,205.8,-551.65,-4332.71,187638.04,5641,193,132,5702
2025-07,Perú,Emprendedor,239105.42,5609.76,1187.19,177.78,-437.25,-3745.16,241897.73,5500,154,86,5568
2025-07,Perú,Premium,153216.1,2656.29,1632.53,82.04,-205.35,-1717.63,155663.97,3221,66,36,3251
2025-07,Perú,Corporativo,93178.31,1412.67,690.88,26.37,-93.56,-553.77,94660.89,1029,18,6,1042
2025-07,Perú,Siigo POS,41981.78,1042.06,348.38,40.26,-102.83,-845.95,42463.71,2084,62,42,2104
2025-07,Perú,POS Gastrobar,24544.99,774.42,151.68,30.03,-71.39,-632.63,24797.1,918,35,24,929
2025-08,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2804,66,34,2835
2025-08,Perú,Profesional Independiente,187638.04,6116.29,1758.16,224.44,-311.86,-4706.81,190718.25,5702,222,143,5781
2025-08,Perú,Emprendedor,241897.73,5803.33,1668.13,189.14,-739.62,-3981.71,244837.0,5568,160,92,5636
2025-08,Perú,Premium,155663.97,2911.19,1087.14,72.73,-402.8,-1530.34,157801.89,3251,72,32,3291
2025-08,Perú,Corporativo,94660.89,1413.91,777.69,24.93,-172.42,-523.46,96181.54,1042,18,6,1054
2025-08,Perú,Siigo POS,42463.71,1134.65,286.13,42.94,-106.84,-903.69,42916.91,2104,67,45,2127
2025-08,Perú,POS Gastrobar,24797.1,733.86,282.81,28.45,-66.64,-596.11,25179.49,929,33,22,939
2025-09,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2835,71,39,2868
2025-09,Perú,Profesional Independiente,190718.25,5529.74,2106.03,215.8,-323.63,-4518.27,193727.93,5781,200,137,5845
2025-09,Perú,Emprendedor,244837.0,5306.38,2592.84,183.59,-430.59,-3845.8,248643.43,5636,145,89,5693
2025-09,Perú,Premium,157801.89,3434.56,1292.63,86.57,-606.85,-1821.45,160187.36,3291,85,38,3338
2025-09,Perú,Corporativo,96181.54,1479.42,709.7,25.69,-269.41,-540.35,97586.58,1054,19,6,1067
2025-09,Perú,Siigo POS,42916.91,1145.4,404.18,43.01,-29.6,-901.15,43578.75,2127,68,45,2150
2025-09,Perú,POS Gastrobar,25179.49,724.61,197.78,27.59,-36.17,-579.28,25514.02,939,32,22,950
2025-10,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2868,76,38,2906
2025-10,Perú,Profesional Independiente,193727.93,5680.72,2031.62,215.9,-434.55,-4525.3,196696.31,5845,205,137,5913
2025-10,Perú,Emprendedor,248643.43,5478.1,1446.5,193.88,-535.86,-4082.32,251143.73,5693,150,93,5750
2025-10,Perú,Premium,160187.36,3110.6,1633.76,87.35,-245.29,-1830.18,162943.61,3338,77,38,3376
2025-10,Perú,Corporativo,97586.58,1601.23,1028.55,27.28,-394.42,-572.71,99276.51,1067,21,6,1081
2025-10,Perú,Siigo POS,43578.75,1116.0,283.18,43.43,-97.55,-913.92,44009.9,2150,66,45,2171
2025-10,Perú,POS Gastrobar,25514.02,806.7,190.66,29.12,-18.27,-611.27,25910.96,950,36,23,963
2025-11,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2906,71,39,2937
2025-11,Perú,Profesional Independiente,196696.31,4987.31,1750.83,210.43,-488.28,-4418.59,198738.01,5913,180,133,5960
2025-11,Perú,Emprendedor,251143.73,4637.23,1525.11,185.35,-957.45,-3908.01,252625.94,5750,128,89,5788
2025-11,Perú,Premium,162943.61,3011.56,2118.9,86.8,-64.24,-1811.42,166285.2,3376,74,38,3412
2025-11,Perú,Corporativo,99276.51,1421.39,775.74,28.03,-223.7,-589.18,100688.79,1081,18,6,1093
2025-11,Perú,Siigo POS,44009.9,982.01,430.16,42.56,-50.94,-891.63,44522.06,2171,58,44,2185
2025-11,Perú,POS Gastrobar,25910.96,631.95,161.22,31.28,-45.49,-658.04,26031.87,963,28,24,967
2025-12,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2937,70,44,2963
2025-12,Perú,Profesional Independiente,198738.01,5239.38,1844.22,262.92,-394.21,-5515.94,200174.38,5960,190,165,5985
2025-12,Perú,Emprendedor,252625.94,5081.34,2236.1,204.84,-700.1,-4302.59,255145.53,5788,140,99,5829
2025-12,Perú,Premium,166285.2,2994.23,1293.69,110.41,-376.51,-2320.42,167986.6,3412,74,48,3438
2025-12,Perú,Corporativo,100688.79,1298.1,764.8,31.93,-271.54,-671.53,101840.55,1093,17,7,1103
2025-12,Perú,Siigo POS,44522.06,1088.89,358.83,52.68,-46.47,-1105.56,44870.43,2185,65,54,2196
2025-12,Perú,POS Gastrobar,26031.87,716.29,212.47,32.24,-40.07,-676.89,26275.92,967,32,25,974
2026-01,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2963,104,49,3018
2026-01,Perú,Profesional Independiente,200174.38,8321.12,13742.72,488.74,-454.17,-5925.2,216347.59,5985,286,177,6094
2026-01,Perú,Emprendedor,255145.53,7778.77,16017.77,422.37,-728.44,-5151.73,273484.27,5829,205,118,5916
2026-01,Perú,Premium,167986.6,4447.9,9910.98,190.19,-353.02,-2326.42,179856.22,3438,104,48,3495
2026-01,Perú,Corporativo,101840.55,2238.19,6248.1,58.98,-211.15,-719.83,109454.84,1103,27,8,1122
2026-01,Perú,Siigo POS,44870.43,1759.96,2928.76,94.07,-63.43,-1143.2,48446.6,2196,99,56,2239
2026-01,Perú,POS Gastrobar,26275.92,1203.59,1700.59,68.83,-28.83,-836.65,28383.44,974,51,31,994
2026-02,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3018,74,38,3054
2026-02,Perú,Profesional Independiente,216347.59,6338.17,2066.63,365.1,-552.31,-4687.33,219877.85,6094,217,132,6179
2026-02,Perú,Emprendedor,273484.27,7448.11,2189.54,313.93,-512.39,-4033.88,278889.58,5916,194,87,6023
2026-02,Perú,Premium,179856.22,4263.19,1526.69,157.04,-232.5,-2015.7,183554.94,3495,99,39,3555
2026-02,Perú,Corporativo,109454.84,1941.4,975.85,48.71,-181.61,-625.24,111613.95,1122,24,6,1139
2026-02,Perú,Siigo POS,48446.6,1474.86,473.92,79.68,-71.92,-1021.7,49381.44,2239,83,47,2274
2026-02,Perú,POS Gastrobar,28383.44,946.8,228.94,52.9,-64.66,-680.03,28867.4,994,40,24,1011
2026-03,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3054,80,41,3093
2026-03,Perú,Profesional Independiente,219877.85,6867.32,1824.61,405.72,-482.41,-5213.37,223279.71,6179,236,147,6268
2026-03,Perú,Emprendedor,278889.58,7372.8,2400.54,343.89,-370.39,-4413.72,284222.69,6023,192,95,6119
2026-03,Perú,Premium,183554.94,4204.44,1576.34,170.7,-283.33,-2191.47,187031.62,3555,98,42,3610
2026-03,Perú,Corporativo,111613.95,1659.89,887.51,49.96,-143.59,-641.63,113426.09,1139,20,7,1153
2026-03,Perú,Siigo POS,49381.44,1347.46,471.46,76.16,-125.15,-977.75,50173.62,2274,75,45,2304
2026-03,Perú,POS Gastrobar,28867.4,1036.06,230.06,55.84,-43.82,-717.33,29428.22,1011,44,25,1030
2026-04,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3093,77,41,3129
2026-04,Perú,Profesional Independiente,223279.71,6724.14,2165.1,395.48,-360.31,-5071.82,227132.3,6268,230,142,6356
2026-04,Perú,Emprendedor,284222.69,6010.19,2422.39,351.38,-641.82,-4514.45,287850.39,6119,158,97,6180
2026-04,Perú,Premium,187031.62,3759.85,1780.82,154.98,-398.31,-1988.89,190340.08,3610,87,38,3659
2026-04,Perú,Corporativo,113426.09,1641.51,1113.65,49.63,-257.32,-636.77,115336.79,1153,20,6,1166
2026-04,Perú,Siigo POS,50173.62,1212.51,492.21,75.97,-168.29,-975.88,50810.15,2304,68,45,2328
2026-04,Perú,POS Gastrobar,29428.22,830.92,183.61,55.51,-21.79,-713.72,29762.76,1030,36,25,1041
2026-05,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3129,82,40,3171
2026-05,Perú,Profesional Independiente,227132.3,5944.89,1656.73,240.18,-580.77,-5051.72,229341.6,6356,200,141,6414
2026-05,Perú,Emprendedor,287850.39,7860.07,3110.43,230.5,-981.82,-4835.44,293234.12,6180,200,104,6276
2026-05,Perú,Premium,190340.08,3505.24,1259.42,106.65,-656.89,-2246.77,192307.72,3659,80,43,3696
2026-05,Perú,Corporativo,115336.79,1844.79,1473.35,32.1,-97.82,-670.27,117918.93,1166,22,7,1181
2026-05,Perú,Siigo POS,50810.15,1216.27,408.9,49.41,-78.05,-1037.47,51369.21,2328,67,48,2347
2026-05,Perú,POS Gastrobar,29762.76,846.6,237.76,35.44,-47.29,-744.2,30091.08,1041,36,26,1050
2026-06,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3171,64,39,3196
2026-06,Perú,Profesional Independiente,229341.6,6476.49,2073.97,252.87,-188.91,-5300.27,232655.76,6414,217,148,6483
2026-06,Perú,Emprendedor,293234.12,6248.21,2734.35,225.23,-430.01,-4722.54,297289.37,6276,160,101,6335
2026-06,Perú,Premium,192307.72,3141.12,1661.52,110.04,-317.05,-2309.2,194594.14,3696,72,44,3723
2026-06,Perú,Corporativo,117918.93,1402.35,1322.11,34.28,-287.26,-718.13,119672.28,1181,17,7,1191
2026-06,Perú,Siigo POS,51369.21,1329.21,455.3,50.3,-43.47,-1054.52,52106.03,2347,73,48,2371
2026-06,Perú,POS Gastrobar,30091.08,860.51,309.6,33.28,-94.82,-698.32,30501.32,1050,36,24,1062
2026-07,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3196,74,40,3230
2026-07,Perú,Profesional Independiente,232655.76,6519.06,1866.71,248.7,-756.01,-5230.76,235303.46,6483,218,146,6555
2026-07,Perú,Emprendedor,297289.37,6687.79,1750.2,230.5,-139.62,-4844.84,300973.4,6335,170,103,6402
2026-07,Perú,Premium,194594.14,3426.09,1888.01,99.44,-467.89,-2086.2,197453.59,3723,78,40,3761
2026-07,Perú,Corporativo,119672.28,1761.43,1160.96,31.35,-208.13,-657.18,121760.71,1191,21,7,1205
2026-07,Perú,Siigo POS,52106.03,1439.31,503.07,53.31,-120.05,-1118.44,52863.23,2371,78,51,2399
2026-07,Perú,POS Gastrobar,30501.32,924.93,331.63,34.06,-60.26,-713.4,31018.27,1062,38,25,1075
2026-08,Perú,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3230,82,45,3268
2026-08,Perú,Profesional Independiente,235303.46,6811.07,2180.14,271.13,-570.38,-5690.81,238304.61,6555,227,159,6623
2026-08,Perú,Emprendedor,300973.4,7020.25,2702.91,209.38,-664.28,-4394.94,305846.72,6402,177,93,6485
2026-08,Perú,Premium,197453.59,3962.96,1493.06,108.15,-214.64,-2270.8,200532.33,3761,89,43,3807
2026-08,Perú,Corporativo,121760.71,1671.58,1043.63,32.14,-219.1,-674.69,123614.27,1205,19,7,1217
2026-08,Perú,Siigo POS,52863.23,1365.3,453.28,54.97,-152.53,-1155.16,53429.09,2399,74,52,2421
2026-08,Perú,POS Gastrobar,31018.27,856.27,248.87,36.49,-95.12,-767.43,31297.36,1075,36,27,1084
2024-09,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2996,0,0,2996
2024-09,Uruguay,Profesional Independiente,126400.34,0.0,0.0,0.0,0.0,0.0,126400.34,2810,0,0,2810
2024-09,Uruguay,Emprendedor,193779.71,0.0,0.0,0.0,0.0,0.0,193779.71,3287,0,0,3287
2024-09,Uruguay,Premium,145166.43,0.0,0.0,0.0,0.0,0.0,145166.43,2267,0,0,2267
2024-09,Uruguay,Corporativo,106439.97,0.0,0.0,0.0,0.0,0.0,106439.97,888,0,0,888
2024-09,Uruguay,Siigo POS,18900.52,0.0,0.0,0.0,0.0,0.0,18900.52,689,0,0,689
2024-09,Uruguay,POS Gastrobar,11663.76,0.0,0.0,0.0,0.0,0.0,11663.76,318,0,0,318
2024-10,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2996,58,40,3013
2024-10,Uruguay,Profesional Independiente,126400.34,3335.76,1225.72,145.21,-506.1,-3051.35,127549.57,2810,89,68,2831
2024-10,Uruguay,Emprendedor,193779.71,3422.51,1378.88,143.01,-253.31,-3004.67,195466.12,3287,70,51,3306
2024-10,Uruguay,Premium,145166.43,1845.06,1278.4,70.96,-310.54,-1489.6,146560.7,2267,34,23,2278
2024-10,Uruguay,Corporativo,106439.97,1022.79,1048.9,27.77,-200.55,-582.2,107756.69,888,10,5,893
2024-10,Uruguay,Siigo POS,18900.52,385.88,183.64,17.68,-37.85,-370.69,19079.18,689,17,14,693
