mes,pais,funcionalidad,es_ia,clientes_base,clientes_usando,adopcion_pct
2025-10,México,Nómina electrónica,False,83023,11698,14.09
2025-10,México,App móvil,False,83023,14315,17.24
2025-10,México,Cobranza por WhatsApp,False,83023,169,0.2
2025-10,México,Siigo Pay,False,83023,169,0.2
2025-10,México,Centros de costo,False,83023,6761,8.14
2025-10,México,API pública,False,83023,879,1.06
2025-10,México,Conciliación bancaria IA,True,83023,163,0.2
2025-10,México,Captura de facturas por IA,True,83023,170,0.21
2025-10,México,Agente IA fiscal,True,83023,157,0.19
2025-10,Ecuador,Facturación electrónica,False,34832,30141,86.53
2025-10,Ecuador,Informes financieros,False,34832,20742,59.55
2025-10,Ecuador,Inventarios,False,34832,15017,43.11
2025-10,Ecuador,Nómina electrónica,False,34832,5497,15.78
2025-10,Ecuador,App móvil,False,34832,7142,20.51
2025-10,Ecuador,Cobranza por WhatsApp,False,34832,67,0.19
2025-10,Ecuador,Siigo Pay,False,34832,65,0.19
2025-10,Ecuador,Centros de costo,False,34832,3364,9.66
2025-10,Ecuador,API pública,False,34832,444,1.28
2025-10,Ecuador,Conciliación bancaria IA,True,34832,65,0.19
2025-10,Ecuador,Captura de facturas por IA,True,34832,68,0.2
2025-10,Ecuador,Agente IA fiscal,True,34832,71,0.21
2025-10,Perú,Facturación electrónica,False,22160,17051,76.95
2025-10,Perú,Informes financieros,False,22160,12088,54.55
2025-10,Perú,Inventarios,False,22160,8750,39.49
2025-10,Perú,Nómina electrónica,False,22160,3237,14.61
2025-10,Perú,App móvil,False,22160,4338,19.58
2025-10,Perú,Cobranza por WhatsApp,False,22160,41,0.19
2025-10,Perú,Siigo Pay,False,22160,43,0.2
2025-10,Perú,Centros de costo,False,22160,2007,9.06
2025-10,Perú,API pública,False,22160,265,1.2
2025-10,Perú,Conciliación bancaria IA,True,22160,46,0.21
2025-10,Perú,Captura de facturas por IA,True,22160,43,0.2
2025-10,Perú,Agente IA fiscal,True,22160,43,0.2
2025-10,Uruguay,Facturación electrónica,False,14194,12664,89.22
2025-10,Uruguay,Informes financieros,False,14194,8708,61.35
2025-10,Uruguay,Inventarios,False,14194,6471,45.59
2025-10,Uruguay,Nómina electrónica,False,14194,2332,16.43
2025-10,Uruguay,App móvil,False,14194,3068,21.62
2025-10,Uruguay,Cobranza por WhatsApp,False,14194,26,0.19
2025-10,Uruguay,Siigo Pay,False,14194,28,0.2
2025-10,Uruguay,Centros de costo,False,14194,1403,9.89
2025-10,Uruguay,API pública,False,14194,204,1.44
2025-10,Uruguay,Conciliación bancaria IA,True,14194,26,0.18
2025-10,Uruguay,Captura de facturas por IA,True,14194,27,0.2
2025-10,Uruguay,Agente IA fiscal,True,14194,29,0.21
2025-10,Chile,Facturación electrónica,False,6370,4881,76.63
2025-10,Chile,Informes financieros,False,6370,3436,53.96
2025-10,Chile,Inventarios,False,6370,2405,37.76
2025-10,Chile,Nómina electrónica,False,6370,928,14.57
2025-10,Chile,App móvil,False,6370,1191,18.7
2025-10,Chile,Cobranza por WhatsApp,False,6370,12,0.2
2025-10,Chile,Siigo Pay,False,6370,13,0.21
2025-10,Chile,Centros de costo,False,6370,535,8.41
2025-10,Chile,API pública,False,6370,72,1.14
2025-10,Chile,Conciliación bancaria IA,True,6370,12,0.2
2025-10,Chile,Captura de facturas por IA,True,6370,12,0.2
2025-10,Chile,Agente IA fiscal,True,6370,12,0.2
2025-11,Colombia,Facturación electrónica,False,116339,108564,93.32
2025-11,Colombia,Informes financieros,False,116339,74271,63.84
2025-11,Colombia,Inventarios,False,116339,54897,47.19
2025-11,Colombia,Nómina electrónica,False,116339,21562,18.53
2025-11,Colombia,App móvil,False,116339,30349,26.09
2025-11,Colombia,Cobranza por WhatsApp,False,116339,234,0.2
2025-11,Colombia,Siigo Pay,False,116339,1538,1.32
2025-11,Colombia,Centros de costo,False,116339,13095,11.26
2025-11,Colombia,API pública,False,116339,2449,2.11
2025-11,Colombia,Conciliación bancaria IA,True,116339,232,0.2
2025-11,Colombia,Captura de facturas por IA,True,116339,237,0.2
2025-11,Colombia,Agente IA fiscal,True,116339,246,0.21
2025-11,México,Facturación electrónica,False,84085,63486,75.5
2025-11,México,Informes financieros,False,84085,43378,51.59
2025-11,México,Inventarios,False,84085,30035,35.72
2025-11,México,Nómina electrónica,False,84085,12025,14.3
2025-11,México,App móvil,False,84085,16604,19.75
2025-11,México,Cobranza por WhatsApp,False,84085,159,0.19
2025-11,México,Siigo Pay,False,84085,854,1.02
2025-11,México,Centros de costo,False,84085,7365,8.76
2025-11,México,API pública,False,84085,1450,1.72
2025-11,México,Conciliación bancaria IA,True,84085,172,0.21
2025-11,México,Captura de facturas por IA,True,84085,172,0.2
2025-11,México,Agente IA fiscal,True,84085,163,0.19
2025-11,Ecuador,Facturación electrónica,False,35096,30744,87.6
2025-11,Ecuador,Informes financieros,False,35096,20887,59.52
2025-11,Ecuador,Inventarios,False,35096,14937,42.56
2025-11,Ecuador,Nómina electrónica,False,35096,6011,17.13
2025-11,Ecuador,App móvil,False,35096,8243,23.49
2025-11,Ecuador,Cobranza por WhatsApp,False,35096,71,0.2
2025-11,Ecuador,Siigo Pay,False,35096,400,1.14
2025-11,Ecuador,Centros de costo,False,35096,3272,9.33
2025-11,Ecuador,API pública,False,35096,692,1.97
2025-11,Ecuador,Conciliación bancaria IA,True,35096,74,0.21
2025-11,Ecuador,Captura de facturas por IA,True,35096,70,0.2
2025-11,Ecuador,Agente IA fiscal,True,35096,68,0.2
2025-11,Perú,Facturación electrónica,False,22342,18393,82.33
2025-11,Perú,Informes financieros,False,22342,12729,56.98
2025-11,Perú,Inventarios,False,22342,9205,41.2
2025-11,Perú,Nómina electrónica,False,22342,3692,16.52
2025-11,Perú,App móvil,False,22342,4972,22.26
2025-11,Perú,Cobranza por WhatsApp,False,22342,44,0.2
2025-11,Perú,Siigo Pay,False,22342,260,1.17
2025-11,Perú,Centros de costo,False,22342,2152,9.63
2025-11,Perú,API pública,False,22342,432,1.94
2025-11,Perú,Conciliación bancaria IA,True,22342,44,0.2
2025-11,Perú,Captura de facturas por IA,True,22342,47,0.21
2025-11,Perú,Agente IA fiscal,True,22342,47,0.21
2025-11,Uruguay,Facturación electrónica,False,14249,12515,87.83
2025-11,Uruguay,Informes financieros,False,14249,8812,61.84
2025-11,Uruguay,Inventarios,False,14249,6149,43.16
2025-11,Uruguay,Nómina electrónica,False,14249,2611,18.33
2025-11,Uruguay,App móvil,False,14249,3381,23.73
2025-11,Uruguay,Cobranza por WhatsApp,False,14249,28,0.2
2025-11,Uruguay,Siigo Pay,False,14249,176,1.24
2025-11,Uruguay,Centros de costo,False,14249,1366,9.59
2025-11,Uruguay,API pública,False,14249,306,2.15
2025-11,Uruguay,Conciliación bancaria IA,True,14249,29,0.2
2025-11,Uruguay,Captura de facturas por IA,True,14249,28,0.2
2025-11,Uruguay,Agente IA fiscal,True,14249,30,0.21
2025-11,Chile,Facturación electrónica,False,6549,4914,75.04
2025-11,Chile,Informes financieros,False,6549,3551,54.23
2025-11,Chile,Inventarios,False,6549,2553,38.99
2025-11,Chile,Nómina electrónica,False,6549,1009,15.42
2025-11,Chile,App móvil,False,6549,1347,20.57
2025-11,Chile,Cobranza por WhatsApp,False,6549,13,0.2
2025-11,Chile,Siigo Pay,False,6549,71,1.1
2025-11,Chile,Centros de costo,False,6549,596,9.11
2025-11,Chile,API pública,False,6549,114,1.75
2025-11,Chile,Conciliación bancaria IA,True,6549,13,0.21
2025-11,Chile,Captura de facturas por IA,True,6549,13,0.21
2025-11,Chile,Agente IA fiscal,True,6549,12,0.19
2025-12,Colombia,Facturación electrónica,False,116243,109803,94.46
2025-12,Colombia,Informes financieros,False,116243,71636,61.63
2025-12,Colombia,Inventarios,False,116243,56747,48.82
2025-12,Colombia,Nómina electrónica,False,116243,23321,20.06
2025-12,Colombia,App móvil,False,116243,29960,25.77
2025-12,Colombia,Cobranza por WhatsApp,False,116243,2587,2.23
2025-12,Colombia,Siigo Pay,False,116243,3699,3.18
2025-12,Colombia,Centros de costo,False,116243,13807,11.88
2025-12,Colombia,API pública,False,116243,3547,3.05
2025-12,Colombia,Conciliación bancaria IA,True,116243,235,0.2
2025-12,Colombia,Captura de facturas por IA,True,116243,237,0.2
2025-12,Colombia,Agente IA fiscal,True,116243,220,0.19
2025-12,México,Facturación electrónica,False,84948,58177,68.49
2025-12,México,Informes financieros,False,84948,42506,50.04
2025-12,México,Inventarios,False,84948,31182,36.71
2025-12,México,Nómina electrónica,False,84948,13315,15.68
2025-12,México,App móvil,False,84948,17620,20.74
2025-12,México,Cobranza por WhatsApp,False,84948,1513,1.78
2025-12,México,Siigo Pay,False,84948,2136,2.52
2025-12,México,Centros de costo,False,84948,7544,8.88
2025-12,México,API pública,False,84948,1934,2.28
2025-12,México,Conciliación bancaria IA,True,84948,171,0.2
2025-12,México,Captura de facturas por IA,True,84948,167,0.2
2025-12,México,Agente IA fiscal,True,84948,169,0.2
2025-12,Ecuador,Facturación electrónica,False,35276,30421,86.24
2025-12,Ecuador,Informes financieros,False,35276,20027,56.77
2025-12,Ecuador,Inventarios,False,35276,15200,43.09
2025-12,Ecuador,Nómina electrónica,False,35276,6301,17.86
2025-12,Ecuador,App móvil,False,35276,8305,23.54
2025-12,Ecuador,Cobranza por WhatsApp,False,35276,728,2.07
2025-12,Ecuador,Siigo Pay,False,35276,1045,2.96
2025-12,Ecuador,Centros de costo,False,35276,3640,10.32
2025-12,Ecuador,API pública,False,35276,988,2.8
2025-12,Ecuador,Conciliación bancaria IA,True,35276,72,0.21
2025-12,Ecuador,Captura de facturas por IA,True,35276,70,0.2
2025-12,Ecuador,Agente IA fiscal,True,35276,73,0.21
2025-12,Perú,Facturación electrónica,False,22488,18441,82.01
2025-12,Perú,Informes financieros,False,22488,12436,55.3
2025-12,Perú,Inventarios,False,22488,9424,41.91
2025-12,Perú,Nómina electrónica,False,22488,3864,17.18
2025-12,Perú,App móvil,False,22488,5279,23.48
2025-12,Perú,Cobranza por WhatsApp,False,22488,456,2.03
2025-12,Perú,Siigo Pay,False,22488,656,2.92
2025-12,Perú,Centros de costo,False,22488,2246,9.99
2025-12,Perú,API pública,False,22488,600,2.67
2025-12,Perú,Conciliación bancaria IA,True,22488,44,0.2
2025-12,Perú,Captura de facturas por IA,True,22488,45,0.2
2025-12,Perú,Agente IA fiscal,True,22488,45,0.2
2025-12,Uruguay,Facturación electrónica,False,14272,13186,92.39
2025-12,Uruguay,Informes financieros,False,14272,8877,62.2
2025-12,Uruguay,Inventarios,False,14272,6295,44.11
2025-12,Uruguay,Nómina electrónica,False,14272,2785,19.52
2025-12,Uruguay,App móvil,False,14272,3682,25.8
2025-12,Uruguay,Cobranza por WhatsApp,False,14272,307,2.15
2025-12,Uruguay,Siigo Pay,False,14272,464,3.26
2025-12,Uruguay,Centros de costo,False,14272,1593,11.17
2025-12,Uruguay,API pública,False,14272,403,2.82
2025-12,Uruguay,Conciliación bancaria IA,True,14272,27,0.2
2025-12,Uruguay,Captura de facturas por IA,True,14272,28,0.2
2025-12,Uruguay,Agente IA fiscal,True,14272,30,0.21
2025-12,Chile,Facturación electrónica,False,6674,5197,77.88
2025-12,Chile,Informes financieros,False,6674,3667,54.96
2025-12,Chile,Inventarios,False,6674,2723,40.81
2025-12,Chile,Nómina electrónica,False,6674,1068,16.01
2025-12,Chile,App móvil,False,6674,1522,22.81
2025-12,Chile,Cobranza por WhatsApp,False,6674,135,2.04
2025-12,Chile,Siigo Pay,False,6674,173,2.59
2025-12,Chile,Centros de costo,False,6674,635,9.52
2025-12,Chile,API pública,False,6674,166,2.49
2025-12,Chile,Conciliación bancaria IA,True,6674,12,0.19
2025-12,Chile,Captura de facturas por IA,True,6674,12,0.19
2025-12,Chile,Agente IA fiscal,True,6674,13,0.2
2026-01,Colombia,Facturación electrónica,False,118117,112508,95.25
2026-01,Colombia,Informes financieros,False,118117,78710,66.64
2026-01,Colombia,Inventarios,False,118117,60002,50.8
2026-01,Colombia,Nómina electrónica,False,118117,24070,20.38
2026-01,Colombia,App móvil,False,118117,33746,28.57
2026-01,Colombia,Cobranza por WhatsApp,False,118117,6727,5.7
2026-01,Colombia,Siigo Pay,False,118117,6152,5.21
2026-01,Colombia,Centros de costo,False,118117,14165,11.99
2026-01,Colombia,API pública,False,118117,4590,3.89
2026-01,Colombia,Conciliación bancaria IA,True,118117,226,0.19
2026-01,Colombia,Captura de facturas por IA,True,118117,233,0.2
2026-01,Colombia,Agente IA fiscal,True,118117,234,0.2
2026-01,México,Facturación electrónica,False,86969,62285,71.62
2026-01,México,Informes financieros,False,86969,45011,51.76
2026-01,México,Inventarios,False,86969,33522,38.55
2026-01,México,Nómina electrónica,False,86969,13859,15.94
2026-01,México,App móvil,False,86969,19781,22.75
2026-01,México,Cobranza por WhatsApp,False,86969,3755,4.32
2026-01,México,Siigo Pay,False,86969,3516,4.04
2026-01,México,Centros de costo,False,86969,8406,9.67
2026-01,México,API pública,False,86969,2636,3.03
2026-01,México,Conciliación bancaria IA,True,86969,180,0.21
2026-01,México,Captura de facturas por IA,True,86969,176,0.2
2026-01,México,Agente IA fiscal,True,86969,174,0.2
2026-01,Ecuador,Facturación electrónica,False,35828,29428,82.14
2026-01,Ecuador,Informes financieros,False,35828,22603,63.09
2026-01,Ecuador,Inventarios,False,35828,16172,45.14
2026-01,Ecuador,Nómina electrónica,False,35828,6848,19.11
2026-01,Ecuador,App móvil,False,35828,9268,25.87
2026-01,Ecuador,Cobranza por WhatsApp,False,35828,1881,5.25
2026-01,Ecuador,Siigo Pay,False,35828,1680,4.69
2026-01,Ecuador,Centros de costo,False,35828,3888,10.85
2026-01,Ecuador,API pública,False,35828,1275,3.56
2026-01,Ecuador,Conciliación bancaria IA,True,35828,66,0.19
2026-01,Ecuador,Captura de facturas por IA,True,35828,71,0.2
2026-01,Ecuador,Agente IA fiscal,True,35828,73,0.2
2026-01,Perú,Facturación electrónica,False,22878,17746,77.57
2026-01,Perú,Informes financieros,False,22878,14068,61.49
2026-01,Perú,Inventarios,False,22878,10129,44.27
2026-01,Perú,Nómina electrónica,False,22878,4283,18.72
2026-01,Perú,App móvil,False,22878,5948,26.0
2026-01,Perú,Cobranza por WhatsApp,False,22878,1124,4.91
2026-01,Perú,Siigo Pay,False,22878,1033,4.52
2026-01,Perú,Centros de costo,False,22878,2433,10.64
2026-01,Perú,API pública,False,22878,769,3.36
2026-01,Perú,Conciliación bancaria IA,True,22878,43,0.19
2026-01,Perú,Captura de facturas por IA,True,22878,44,0.2
2026-01,Perú,Agente IA fiscal,True,22878,44,0.2
2026-01,Uruguay,Facturación electrónica,False,14410,12690,88.06
2026-01,Uruguay,Informes financieros,False,14410,9323,64.7
2026-01,Uruguay,Inventarios,False,14410,6893,47.84
2026-01,Uruguay,Nómina electrónica,False,14410,2989,20.75
2026-01,Uruguay,App móvil,False,14410,3730,25.89
2026-01,Uruguay,Cobranza por WhatsApp,False,14410,804,5.58
2026-01,Uruguay,Siigo Pay,False,14410,695,4.82
2026-01,Uruguay,Centros de costo,False,14410,1611,11.18
2026-01,Uruguay,API pública,False,14410,520,3.61
2026-01,Uruguay,Conciliación bancaria IA,True,14410,27,0.19
2026-01,Uruguay,Captura de facturas por IA,True,14410,27,0.19
2026-01,Uruguay,Agente IA fiscal,True,14410,28,0.2
2026-01,Chile,Facturación electrónica,False,6924,5323,76.88
2026-01,Chile,Informes financieros,False,6924,3627,52.4
2026-01,Chile,Inventarios,False,6924,2665,38.5
2026-01,Chile,Nómina electrónica,False,6924,1265,18.27
2026-01,Chile,App móvil,False,6924,1598,23.09
2026-01,Chile,Cobranza por WhatsApp,False,6924,342,4.94
2026-01,Chile,Siigo Pay,False,6924,289,4.18
2026-01,Chile,Centros de costo,False,6924,709,10.25
2026-01,Chile,API pública,False,6924,224,3.24
2026-01,Chile,Conciliación bancaria IA,True,6924,12,0.19
2026-01,Chile,Captura de facturas por IA,True,6924,13,0.2
2026-01,Chile,Agente IA fiscal,True,6924,13,0.19
2026-02,Colombia,Facturación electrónica,False,119599,110542,92.43
2026-02,Colombia,Informes financieros,False,119599,79679,66.62
2026-02,Colombia,Inventarios,False,119599,60729,50.78
2026-02,Colombia,Nómina electrónica,False,119599,27759,23.21
2026-02,Colombia,App móvil,False,119599,37734,31.55
2026-02,Colombia,Cobranza por WhatsApp,False,119599,10935,9.14
2026-02,Colombia,Siigo Pay,False,119599,8995,7.52
2026-02,Colombia,Centros de costo,False,119599,15162,12.68
2026-02,Colombia,API pública,False,119599,5469,4.57
2026-02,Colombia,Conciliación bancaria IA,True,119599,238,0.2
2026-02,Colombia,Captura de facturas por IA,True,119599,242,0.2
2026-02,Colombia,Agente IA fiscal,True,119599,239,0.2
2026-02,México,Facturación electrónica,False,88633,66608,75.15
2026-02,México,Informes financieros,False,88633,48340,54.54
2026-02,México,Inventarios,False,88633,32482,36.65
2026-02,México,Nómina electrónica,False,88633,14950,16.87
2026-02,México,App móvil,False,88633,22352,25.22
2026-02,México,Cobranza por WhatsApp,False,88633,6142,6.93
2026-02,México,Siigo Pay,False,88633,4715,5.32
2026-02,México,Centros de costo,False,88633,9201,10.38
2026-02,México,API pública,False,88633,3125,3.53
2026-02,México,Conciliación bancaria IA,True,88633,175,0.2
2026-02,México,Captura de facturas por IA,True,88633,170,0.19
2026-02,México,Agente IA fiscal,True,88633,174,0.2
2026-02,Ecuador,Facturación electrónica,False,36263,29740,82.01
2026-02,Ecuador,Informes financieros,False,36263,21368,58.93
2026-02,Ecuador,Inventarios,False,36263,16325,45.02
2026-02,Ecuador,Nómina electrónica,False,36263,7564,20.86
2026-02,Ecuador,App móvil,False,36263,9912,27.34
2026-02,Ecuador,Cobranza por WhatsApp,False,36263,2984,8.23
2026-02,Ecuador,Siigo Pay,False,36263,2292,6.32
2026-02,Ecuador,Centros de costo,False,36263,4163,11.48
2026-02,Ecuador,API pública,False,36263,1603,4.42
2026-02,Ecuador,Conciliación bancaria IA,True,36263,72,0.2
2026-02,Ecuador,Captura de facturas por IA,True,36263,73,0.2
2026-02,Ecuador,Agente IA fiscal,True,36263,75,0.21
2026-02,Perú,Facturación electrónica,False,23235,19554,84.16
2026-02,Perú,Informes financieros,False,23235,14186,61.06
2026-02,Perú,Inventarios,False,23235,10444,44.95
2026-02,Perú,Nómina electrónica,False,23235,4779,20.57
2026-02,Perú,App móvil,False,23235,6581,28.33
2026-02,Perú,Cobranza por WhatsApp,False,23235,1777,7.65
2026-02,Perú,Siigo Pay,False,23235,1400,6.03
2026-02,Perú,Centros de costo,False,23235,2661,11.46
2026-02,Perú,API pública,False,23235,981,4.23
2026-02,Perú,Conciliación bancaria IA,True,23235,46,0.2
2026-02,Perú,Captura de facturas por IA,True,23235,46,0.2
2026-02,Perú,Agente IA fiscal,True,23235,47,0.21
2026-02,Uruguay,Facturación electrónica,False,14515,13146,90.57
2026-02,Uruguay,Informes financieros,False,14515,9287,63.98
2026-02,Uruguay,Inventarios,False,14515,6417,44.21
2026-02,Uruguay,Nómina electrónica,False,14515,3138,21.62
2026-02,Uruguay,App móvil,False,14515,4547,31.33
2026-02,Uruguay,Cobranza por WhatsApp,False,14515,1215,8.37
2026-02,Uruguay,Siigo Pay,False,14515,978,6.74
2026-02,Uruguay,Centros de costo,False,14515,1761,12.13
2026-02,Uruguay,API pública,False,14515,659,4.55
2026-02,Uruguay,Conciliación bancaria IA,True,14515,29,0.2
2026-02,Uruguay,Captura de facturas por IA,True,14515,28,0.19
2026-02,Uruguay,Agente IA fiscal,True,14515,28,0.2
2026-02,Chile,Facturación electrónica,False,7158,5264,73.55
2026-02,Chile,Informes financieros,False,7158,4178,58.37
2026-02,Chile,Inventarios,False,7158,2834,39.6
2026-02,Chile,Nómina electrónica,False,7158,1411,19.72
2026-02,Chile,App móvil,False,7158,1790,25.01
2026-02,Chile,Cobranza por WhatsApp,False,7158,511,7.14
2026-02,Chile,Siigo Pay,False,7158,418,5.84
2026-02,Chile,Centros de costo,False,7158,764,10.69
2026-02,Chile,API pública,False,7158,274,3.84
2026-02,Chile,Conciliación bancaria IA,True,7158,14,0.21
2026-02,Chile,Captura de facturas por IA,True,7158,14,0.2
2026-02,Chile,Agente IA fiscal,True,7158,13,0.19
2026-03,Colombia,Facturación electrónica,False,120865,114778,94.96
2026-03,Colombia,Informes financieros,False,120865,86592,71.64
2026-03,Colombia,Inventarios,False,120865,63376,52.44
2026-03,Colombia,Nómina electrónica,False,120865,31084,25.72
2026-03,Colombia,App móvil,False,120865,38680,32.0
2026-03,Colombia,Cobranza por WhatsApp,False,120865,15031,12.44
2026-03,Colombia,Siigo Pay,False,120865,10011,8.28
2026-03,Colombia,Centros de costo,False,120865,15455,12.79
2026-03,Colombia,API pública,False,120865,6554,5.42
2026-03,Colombia,Conciliación bancaria IA,True,120865,240,0.2
2026-03,Colombia,Captura de facturas por IA,True,120865,235,0.2
2026-03,Colombia,Agente IA fiscal,True,120865,235,0.19
2026-03,México,Facturación electrónica,False,90397,66478,73.54
2026-03,México,Informes financieros,False,90397,48327,53.46
2026-03,México,Inventarios,False,90397,35651,39.44
2026-03,México,Nómina electrónica,False,90397,16379,18.12
2026-03,México,App móvil,False,90397,23110,25.57
2026-03,México,Cobranza por WhatsApp,False,90397,8792,9.73
2026-03,México,Siigo Pay,False,90397,6346,7.02
2026-03,México,Centros de costo,False,90397,9277,10.26
2026-03,México,API pública,False,90397,3670,4.06
2026-03,México,Conciliación bancaria IA,True,90397,181,0.2
2026-03,México,Captura de facturas por IA,True,90397,179,0.2
2026-03,México,Agente IA fiscal,True,90397,183,0.2
2026-03,Ecuador,Facturación electrónica,False,36699,30377,82.78
2026-03,Ecuador,Informes financieros,False,36699,23364,63.67
2026-03,Ecuador,Inventarios,False,36699,16867,45.96
2026-03,Ecuador,Nómina electrónica,False,36699,8154,22.22
2026-03,Ecuador,App móvil,False,36699,11327,30.87
2026-03,Ecuador,Cobranza por WhatsApp,False,36699,4232,11.53
2026-03,Ecuador,Siigo Pay,False,36699,2803,7.64
2026-03,Ecuador,Centros de costo,False,36699,4600,12.54
2026-03,Ecuador,API pública,False,36699,1774,4.84
2026-03,Ecuador,Conciliación bancaria IA,True,36699,76,0.21
2026-03,Ecuador,Captura de facturas por IA,True,36699,68,0.19
2026-03,Ecuador,Agente IA fiscal,True,36699,72,0.2
2026-03,Perú,Facturación electrónica,False,23577,19460,82.54
2026-03,Perú,Informes financieros,False,23577,13906,58.98
2026-03,Perú,Inventarios,False,23577,10327,43.81
2026-03,Perú,Nómina electrónica,False,23577,4780,20.28
2026-03,Perú,App móvil,False,23577,6772,28.72
2026-03,Perú,Cobranza por WhatsApp,False,23577,2500,10.6
2026-03,Perú,Siigo Pay,False,23577,1814,7.7
2026-03,Perú,Centros de costo,False,23577,2743,11.64
2026-03,Perú,API pública,False,23577,1072,4.55
2026-03,Perú,Conciliación bancaria IA,True,23577,48,0.21
2026-03,Perú,Captura de facturas por IA,True,23577,45,0.19
2026-03,Perú,Agente IA fiscal,True,23577,47,0.2
2026-03,Uruguay,Facturación electrónica,False,14608,13173,90.18
2026-03,Uruguay,Informes financieros,False,14608,9379,64.21
2026-03,Uruguay,Inventarios,False,14608,7262,49.72
2026-03,Uruguay,Nómina electrónica,False,14608,3379,23.13
2026-03,Uruguay,App móvil,False,14608,4791,32.8
2026-03,Uruguay,Cobranza por WhatsApp,False,14608,1710,11.71
2026-03,Uruguay,Siigo Pay,False,14608,1216,8.33
2026-03,Uruguay,Centros de costo,False,14608,1870,12.8
2026-03,Uruguay,API pública,False,14608,768,5.26
2026-03,Uruguay,Conciliación bancaria IA,True,14608,29,0.2
2026-03,Uruguay,Captura de facturas por IA,True,14608,29,0.2
2026-03,Uruguay,Agente IA fiscal,True,14608,30,0.21
2026-03,Chile,Facturación electrónica,False,7386,5646,76.44
2026-03,Chile,Informes financieros,False,7386,4080,55.25
2026-03,Chile,Inventarios,False,7386,3162,42.82
2026-03,Chile,Nómina electrónica,False,7386,1516,20.53
2026-03,Chile,App móvil,False,7386,2044,27.68
2026-03,Chile,Cobranza por WhatsApp,False,7386,738,10.0
2026-03,Chile,Siigo Pay,False,7386,496,6.72
2026-03,Chile,Centros de costo,False,7386,781,10.59
2026-03,Chile,API pública,False,7386,329,4.47
2026-03,Chile,Conciliación bancaria IA,True,7386,15,0.21
2026-03,Chile,Captura de facturas por IA,True,7386,14,0.19
2026-03,Chile,Agente IA fiscal,True,7386,15,0.2
2026-04,Colombia,Facturación electrónica,False,121739,118639,97.45
2026-04,Colombia,Informes financieros,False,121739,85778,70.46
2026-04,Colombia,Inventarios,False,121739,57304,47.07
2026-04,Colombia,Nómina electrónica,False,121739,30814,25.31
2026-04,Colombia,App móvil,False,121739,40303,33.11
2026-04,Colombia,Cobranza por WhatsApp,False,121739,19257,15.82
2026-04,Colombia,Siigo Pay,False,121739,13114,10.77
2026-04,Colombia,Centros de costo,False,121739,17120,14.06
2026-04,Colombia,API pública,False,121739,7912,6.5
2026-04,Colombia,Conciliación bancaria IA,True,121739,235,0.19
2026-04,Colombia,Captura de facturas por IA,True,121739,223,0.18
2026-04,Colombia,Agente IA fiscal,True,121739,237,0.2
2026-04,México,Facturación electrónica,False,91933,68217,74.2
2026-04,México,Informes financieros,False,91933,49477,53.82
2026-04,México,Inventarios,False,91933,36451,39.65
2026-04,México,Nómina electrónica,False,91933,18544,20.17
2026-04,México,App móvil,False,91933,25891,28.16
2026-04,México,Cobranza por WhatsApp,False,91933,11437,12.44
2026-04,México,Siigo Pay,False,91933,7021,7.64
2026-04,México,Centros de costo,False,91933,10142,11.03
2026-04,México,API pública,False,91933,4198,4.57
2026-04,México,Conciliación bancaria IA,True,91933,181,0.2
2026-04,México,Captura de facturas por IA,True,91933,190,0.21
2026-04,México,Agente IA fiscal,True,91933,174,0.19
2026-04,Ecuador,Facturación electrónica,False,37097,32240,86.91
2026-04,Ecuador,Informes financieros,False,37097,23326,62.88
2026-04,Ecuador,Inventarios,False,37097,17565,47.35
2026-04,Ecuador,Nómina electrónica,False,37097,8917,24.04
2026-04,Ecuador,App móvil,False,37097,12177,32.83
2026-04,Ecuador,Cobranza por WhatsApp,False,37097,5395,14.54
2026-04,Ecuador,Siigo Pay,False,37097,3568,9.62
2026-04,Ecuador,Centros de costo,False,37097,4877,13.15
2026-04,Ecuador,API pública,False,37097,2163,5.83
2026-04,Ecuador,Conciliación bancaria IA,True,37097,75,0.2
2026-04,Ecuador,Captura de facturas por IA,True,37097,74,0.2
2026-04,Ecuador,Agente IA fiscal,True,37097,76,0.21
2026-04,Perú,Facturación electrónica,False,23859,20133,84.39
2026-04,Perú,Informes financieros,False,23859,14933,62.59
2026-04,Perú,Inventarios,False,23859,10745,45.04
2026-04,Perú,Nómina electrónica,False,23859,5255,22.03
2026-04,Perú,App móvil,False,23859,7457,31.26
2026-04,Perú,Cobranza por WhatsApp,False,23859,3229,13.54
2026-04,Perú,Siigo Pay,False,23859,2306,9.67
2026-04,Perú,Centros de costo,False,23859,2927,12.27
2026-04,Perú,API pública,False,23859,1262,5.29
2026-04,Perú,Conciliación bancaria IA,True,23859,48,0.2
2026-04,Perú,Captura de facturas por IA,True,23859,47,0.2
2026-04,Perú,Agente IA fiscal,True,23859,47,0.2
2026-04,Uruguay,Facturación electrónica,False,14705,13655,92.86
2026-04,Uruguay,Informes financieros,False,14705,9827,66.83
2026-04,Uruguay,Inventarios,False,14705,6851,46.59
2026-04,Uruguay,Nómina electrónica,False,14705,3741,25.44
2026-04,Uruguay,App móvil,False,14705,5359,36.44
2026-04,Uruguay,Cobranza por WhatsApp,False,14705,2305,15.68
2026-04,Uruguay,Siigo Pay,False,14705,1540,10.48
